id,fecha,province,district,lat,lon,amenity
4137546392,19/01/2020,Lima,Miraflores,-12.1303084,-77.0176149,recycling
4186250152,19/01/2020,Lima,San Isidro,-12.1016495,-77.0347009,waste_basket
4224812990,19/01/2020,Callao,Ventanilla,-11.8605061,-77.1251434,waste_disposal
4286724048,19/01/2020,Huaral,,-11.5106182,-77.2325278,waste_disposal
4301382547,19/01/2020,Lima,Jesús María,-12.0669860,-77.0410506,waste_basket
4301383511,19/01/2020,Lima,Jesús María,-12.0683639,-77.0433719,waste_basket
4301384096,19/01/2020,Lima,Jesús María,-12.0671328,-77.0413927,waste_basket
4301384097,19/01/2020,Lima,Jesús María,-12.0689547,-77.0436119,waste_basket
4326407397,19/01/2020,Lima,Lima,-12.0697185,-77.0368661,waste_basket
4337322444,19/01/2020,Lima,San Isidro,-12.0945133,-77.0297563,waste_basket
4337322445,19/01/2020,Lima,San Isidro,-12.0942654,-77.0290482,waste_basket
4337337311,19/01/2020,Lima,San Isidro,-12.0935049,-77.0291259,waste_basket
4338646497,19/01/2020,Lima,Lima,-12.0587607,-77.0372083,waste_basket
4352075051,19/01/2020,Lima,San Isidro,-12.0944346,-77.0309994,waste_basket
4352075054,19/01/2020,Lima,San Isidro,-12.0931529,-77.0305429,waste_basket
4352148568,19/01/2020,Lima,Jesús María,-12.0747124,-77.0479919,waste_basket
4358238804,19/01/2020,Lima,Miraflores,-12.1101261,-77.0324463,waste_basket
4380034696,19/01/2020,Lima,Lima,-12.0456345,-77.0312383,waste_basket
4380034720,19/01/2020,Lima,Lima,-12.0452788,-77.0315630,waste_basket
4380040302,19/01/2020,Lima,Lima,-12.0448811,-77.0312874,waste_basket
4380046244,19/01/2020,Lima,Lima,-12.0465805,-77.0310995,waste_basket
4381394560,19/01/2020,Lima,Lima,-12.0403313,-77.0435507,waste_basket
4382834270,19/01/2020,Lima,San Isidro,-12.0983475,-77.0122055,waste_basket
4382834271,19/01/2020,Lima,San Isidro,-12.0983002,-77.0124855,waste_basket
4384211451,19/01/2020,Lima,Lima,-12.0728820,-77.0357067,waste_basket
4384211452,19/01/2020,Lima,Lima,-12.0722760,-77.0357620,waste_basket
4384211477,19/01/2020,Lima,Lima,-12.0714336,-77.0355897,waste_basket
