Fecha,Semana,Provincia,Distrito,Min,Max
2021-11-30,48,YAUYOS,LARAOS,−1 °C,3 °C
2021-12-01,48,YAUYOS,LARAOS,0 °C,3 °C
2021-12-08,49,YAUYOS,LARAOS,2 °C,6 °C
2021-12-16,50,YAUYOS,LARAOS,1 °C,6 °C
2021-12-23,51,YAUYOS,LARAOS,−1 °C,7 °C
2021-12-31,52,YAUYOS,LARAOS,2 °C,7 °C
2022-01-01,52,YAUYOS,LARAOS,1 °C,11 °C
2022-01-08,1,YAUYOS,LARAOS,0 °C,8 °C
2022-01-16,2,YAUYOS,LARAOS,0 °C,6 °C
2022-01-23,3,YAUYOS,LARAOS,1 °C,7 °C
2022-01-31,5,YAUYOS,LARAOS,0 °C,3 °C
2022-02-01,5,YAUYOS,LARAOS,−1 °C,4 °C
2022-02-07,6,YAUYOS,LARAOS,0 °C,4 °C
2022-02-14,7,YAUYOS,LARAOS,0 °C,4 °C
2022-02-21,8,YAUYOS,LARAOS,2 °C,7 °C
2022-02-28,9,YAUYOS,LARAOS,1 °C,8 °C
2022-03-01,9,YAUYOS,LARAOS,2 °C,6 °C
2022-03-08,10,YAUYOS,LARAOS,1 °C,4 °C
2022-03-16,11,YAUYOS,LARAOS,−2 °C,6 °C
2022-03-23,12,YAUYOS,LARAOS,3 °C,8 °C
2022-03-31,13,YAUYOS,LARAOS,0 °C,6 °C
2022-04-01,13,YAUYOS,LARAOS,1 °C,5 °C
2022-04-08,14,YAUYOS,LARAOS,2 °C,8 °C
2022-04-15,15,YAUYOS,LARAOS,1 °C,8 °C
2022-04-22,16,YAUYOS,LARAOS,1 °C,9 °C
2022-04-30,17,YAUYOS,LARAOS,0 °C,7 °C
2022-05-01,17,YAUYOS,LARAOS,,9 °C
2022-05-08,18,YAUYOS,LARAOS,−1 °C,8 °C
2022-05-16,20,YAUYOS,LARAOS,0 °C,4 °C
2022-05-23,21,YAUYOS,LARAOS,−3 °C,6 °C
2022-05-31,22,YAUYOS,LARAOS,−2 °C,6 °C
2022-06-01,22,YAUYOS,LARAOS,−1 °C,7 °C
2022-06-08,23,YAUYOS,LARAOS,0 °C,7 °C
2022-06-15,24,YAUYOS,LARAOS,−2 °C,6 °C
2022-06-22,25,YAUYOS,LARAOS,−3 °C,6 °C
2022-06-30,26,YAUYOS,LARAOS,−2 °C,9 °C
2022-07-01,26,YAUYOS,LARAOS,−1 °C,9 °C
2022-07-08,27,YAUYOS,LARAOS,−1 °C,7 °C
2022-07-16,28,YAUYOS,LARAOS,−3 °C,9 °C
2022-07-23,29,YAUYOS,LARAOS,−1 °C,9 °C
2022-07-31,30,YAUYOS,LARAOS,−1 °C,10 °C
2022-08-01,31,YAUYOS,LARAOS,−1 °C,9 °C
2022-08-08,32,YAUYOS,LARAOS,−2 °C,5 °C
2022-08-16,33,YAUYOS,LARAOS,−1 °C,9 °C
2022-08-23,34,YAUYOS,LARAOS,−2 °C,8 °C
2022-08-31,35,YAUYOS,LARAOS,−1 °C,9 °C
2022-09-01,35,YAUYOS,LARAOS,−1 °C,9 °C
2022-09-08,36,YAUYOS,LARAOS,−1 °C,10 °C
2022-09-15,37,YAUYOS,LARAOS,−1 °C,8 °C
2022-09-22,38,YAUYOS,LARAOS,0 °C,9 °C
2022-09-30,39,YAUYOS,LARAOS,0 °C,6 °C
2022-10-01,39,YAUYOS,LARAOS,−1 °C,5 °C
2022-10-08,40,YAUYOS,LARAOS,0 °C,6 °C
2022-10-16,41,YAUYOS,LARAOS,1 °C,8 °C
2022-10-23,42,YAUYOS,LARAOS,0 °C,9 °C
2022-10-31,44,YAUYOS,LARAOS,−3 °C,9 °C
2022-11-01,44,YAUYOS,LARAOS,0 °C,7 °C
2022-11-08,45,YAUYOS,LARAOS,−1 °C,4 °C
2022-11-15,46,YAUYOS,LARAOS,0 °C,9 °C
2022-11-22,47,YAUYOS,LARAOS,1 °C,8 °C
2022-11-30,48,YAUYOS,LARAOS,−3 °C,9 °C
2022-12-01,48,YAUYOS,LARAOS,−2 °C,11 °C
2022-12-08,49,YAUYOS,LARAOS,0 °C,7 °C
2022-12-16,50,YAUYOS,LARAOS,2 °C,6 °C
2022-12-23,51,YAUYOS,LARAOS,3 °C,11 °C
2022-12-31,52,YAUYOS,LARAOS,1 °C,5 °C
2023-01-01,52,YAUYOS,LARAOS,1 °C,6 °C
2023-01-08,1,YAUYOS,LARAOS,2 °C,9 °C
2023-01-16,3,YAUYOS,LARAOS,3 °C,10 °C
2023-01-23,4,YAUYOS,LARAOS,,9 °C
2023-01-31,5,YAUYOS,LARAOS,0 °C,5 °C
2023-02-01,5,YAUYOS,LARAOS,1 °C,7 °C
2023-02-07,6,YAUYOS,LARAOS,0 °C,8 °C
2023-02-14,7,YAUYOS,LARAOS,3 °C,7 °C
2023-02-21,8,YAUYOS,LARAOS,3 °C,8 °C
2023-02-28,9,YAUYOS,LARAOS,1 °C,8 °C
2023-03-01,9,YAUYOS,LARAOS,1 °C,9 °C
2023-03-08,10,YAUYOS,LARAOS,4 °C,11 °C
2023-03-16,11,YAUYOS,LARAOS,0 °C,5 °C
2023-03-23,12,YAUYOS,LARAOS,1 °C,7 °C
2023-03-31,13,YAUYOS,LARAOS,2 °C,9 °C
2023-04-01,13,YAUYOS,LARAOS,2 °C,7 °C
2023-04-08,14,YAUYOS,LARAOS,0 °C,8 °C
2023-04-15,15,YAUYOS,LARAOS,2 °C,9 °C
2023-04-22,16,YAUYOS,LARAOS,−1 °C,11 °C
2023-04-30,17,YAUYOS,LARAOS,1 °C,9 °C
2023-05-01,18,YAUYOS,LARAOS,1 °C,10 °C
2023-05-08,19,YAUYOS,LARAOS,0 °C,6 °C
2023-05-16,20,YAUYOS,LARAOS,−1 °C,10 °C
2023-05-23,21,YAUYOS,LARAOS,,11 °C
2023-05-31,22,YAUYOS,LARAOS,1 °C,9 °C
2023-06-01,22,YAUYOS,LARAOS,1 °C,8 °C
2023-06-08,23,YAUYOS,LARAOS,0 °C,8 °C
2023-06-15,24,YAUYOS,LARAOS,1 °C,8 °C
2023-06-22,25,YAUYOS,LARAOS,0 °C,9 °C
2023-06-30,26,YAUYOS,LARAOS,0 °C,8 °C
2023-07-01,26,YAUYOS,LARAOS,1 °C,8 °C
2023-07-08,27,YAUYOS,LARAOS,0 °C,11 °C
2023-07-16,28,YAUYOS,LARAOS,1 °C,9 °C
2023-07-23,29,YAUYOS,LARAOS,0 °C,10 °C
2023-07-31,31,YAUYOS,LARAOS,0 °C,8 °C
2023-08-01,31,YAUYOS,LARAOS,−1 °C,9 °C
2023-08-08,32,YAUYOS,LARAOS,0 °C,9 °C
2023-08-16,33,YAUYOS,LARAOS,−2 °C,11 °C
2023-08-23,34,YAUYOS,LARAOS,0 °C,12 °C
2023-08-31,35,YAUYOS,LARAOS,0 °C,11 °C
2023-09-01,35,YAUYOS,LARAOS,1 °C,10 °C
2023-09-08,36,YAUYOS,LARAOS,0 °C,12 °C
2023-09-15,37,YAUYOS,LARAOS,3 °C,10 °C
2023-09-22,38,YAUYOS,LARAOS,0 °C,9 °C
2023-09-30,39,YAUYOS,LARAOS,2 °C,9 °C
2023-10-01,39,YAUYOS,LARAOS,2 °C,9 °C
2023-10-08,40,YAUYOS,LARAOS,4 °C,12 °C
2023-10-16,42,YAUYOS,LARAOS,0 °C,9 °C
2023-10-23,43,YAUYOS,LARAOS,1 °C,10 °C
2023-10-31,44,YAUYOS,LARAOS,0 °C,11 °C
2023-11-01,44,YAUYOS,LARAOS,−1 °C,11 °C
2023-11-08,45,YAUYOS,LARAOS,,11 °C
2023-11-15,46,YAUYOS,LARAOS,3 °C,10 °C
2023-11-22,47,YAUYOS,LARAOS,−2 °C,9 °C
2023-11-30,48,YAUYOS,LARAOS,4 °C,9 °C
2023-12-01,48,YAUYOS,LARAOS,1 °C,7 °C
2023-12-08,49,YAUYOS,LARAOS,3 °C,9 °C
2023-12-16,50,YAUYOS,LARAOS,4 °C,10 °C
2023-12-23,51,YAUYOS,LARAOS,4 °C,11 °C
2023-12-31,52,YAUYOS,LARAOS,1 °C,7 °C
2024-01-01,1,YAUYOS,LARAOS,,10 °C
2024-01-08,2,YAUYOS,LARAOS,2 °C,11 °C
2024-01-16,3,YAUYOS,LARAOS,4 °C,10 °C
2024-01-23,4,YAUYOS,LARAOS,,11 °C
2024-01-31,5,YAUYOS,LARAOS,2 °C,8 °C
2024-02-01,5,YAUYOS,LARAOS,3 °C,10 °C
2024-02-08,6,YAUYOS,LARAOS,3 °C,9 °C
2024-02-15,7,YAUYOS,LARAOS,,9 °C
2024-02-22,8,YAUYOS,LARAOS,,10 °C
2024-02-29,9,YAUYOS,LARAOS,,8 °C
2024-03-01,9,YAUYOS,LARAOS,0 °C,7 °C
2024-03-08,10,YAUYOS,LARAOS,3 °C,10 °C
2024-03-16,11,YAUYOS,LARAOS,3 °C,11 °C
2024-03-23,12,YAUYOS,LARAOS,4 °C,9 °C
2024-03-31,13,YAUYOS,LARAOS,5 °C,11 °C
2024-04-01,14,YAUYOS,LARAOS,3 °C,8 °C
2024-04-08,15,YAUYOS,LARAOS,2 °C,10 °C
2024-04-15,16,YAUYOS,LARAOS,,11 °C
2024-04-22,17,YAUYOS,LARAOS,2 °C,10 °C
2024-04-30,18,YAUYOS,LARAOS,3 °C,10 °C
2020-01-01,1,YAUYOS,PUTINZA,11 °C,15 °C
2020-01-08,2,YAUYOS,PUTINZA,12 °C,17 °C
2020-01-16,3,YAUYOS,PUTINZA,13 °C,18 °C
2020-01-23,4,YAUYOS,PUTINZA,10 °C,10 °C
2020-01-31,5,YAUYOS,PUTINZA,13 °C,17 °C
2020-02-01,5,YAUYOS,PUTINZA,12 °C,15 °C
2020-02-08,6,YAUYOS,PUTINZA,12 °C,16 °C
2020-02-15,7,YAUYOS,PUTINZA,13 °C,16 °C
2020-02-22,8,YAUYOS,PUTINZA,12 °C,15 °C
2020-02-29,9,YAUYOS,PUTINZA,13 °C,16 °C
2020-03-01,9,YAUYOS,PUTINZA,12 °C,17 °C
2020-03-08,10,YAUYOS,PUTINZA,12 °C,16 °C
2020-03-16,12,YAUYOS,PUTINZA,12 °C,13 °C
2020-03-23,13,YAUYOS,PUTINZA,9 °C,16 °C
2020-03-31,14,YAUYOS,PUTINZA,12 °C,15 °C
2020-04-01,14,YAUYOS,PUTINZA,10 °C,15 °C
2020-04-08,15,YAUYOS,PUTINZA,13 °C,17 °C
2020-04-15,16,YAUYOS,PUTINZA,12 °C,15 °C
2020-04-22,17,YAUYOS,PUTINZA,13 °C,17 °C
2020-04-30,18,YAUYOS,PUTINZA,13 °C,16 °C
2020-05-01,18,YAUYOS,PUTINZA,12 °C,17 °C
2020-05-08,19,YAUYOS,PUTINZA,14 °C,17 °C
2020-05-16,20,YAUYOS,PUTINZA,,18 °C
2020-05-23,21,YAUYOS,PUTINZA,,18 °C
2020-05-31,22,YAUYOS,PUTINZA,,17 °C
2020-06-01,23,YAUYOS,PUTINZA,10 °C,18 °C
2020-06-08,24,YAUYOS,PUTINZA,,19 °C
2020-06-15,25,YAUYOS,PUTINZA,11 °C,17 °C
2020-06-22,26,YAUYOS,PUTINZA,,18 °C
2020-06-30,27,YAUYOS,PUTINZA,13 °C,17 °C
2020-07-01,27,YAUYOS,PUTINZA,13 °C,17 °C
2020-07-08,28,YAUYOS,PUTINZA,,18 °C
2020-07-16,29,YAUYOS,PUTINZA,,20 °C
2020-07-23,30,YAUYOS,PUTINZA,,16 °C
2020-07-31,31,YAUYOS,PUTINZA,,20 °C
2020-08-01,31,YAUYOS,PUTINZA,,18 °C
2020-08-08,32,YAUYOS,PUTINZA,11 °C,19 °C
2020-08-16,33,YAUYOS,PUTINZA,,17 °C
2020-08-23,34,YAUYOS,PUTINZA,,15 °C
2020-08-31,36,YAUYOS,PUTINZA,,17 °C
2020-09-01,36,YAUYOS,PUTINZA,14 °C,19 °C
2020-09-08,37,YAUYOS,PUTINZA,9 °C,16 °C
2020-09-15,38,YAUYOS,PUTINZA,,19 °C
2020-09-22,39,YAUYOS,PUTINZA,13 °C,19 °C
2020-09-30,40,YAUYOS,PUTINZA,,17 °C
2020-10-01,40,YAUYOS,PUTINZA,,17 °C
2020-10-08,41,YAUYOS,PUTINZA,12 °C,18 °C
2020-10-16,42,YAUYOS,PUTINZA,,19 °C
2020-10-23,43,YAUYOS,PUTINZA,,19 °C
2020-10-31,44,YAUYOS,PUTINZA,,16 °C
2020-11-01,44,YAUYOS,PUTINZA,,19 °C
2020-11-08,45,YAUYOS,PUTINZA,12 °C,19 °C
2020-11-15,46,YAUYOS,PUTINZA,,16 °C
2020-11-22,47,YAUYOS,PUTINZA,,18 °C
2020-11-30,49,YAUYOS,PUTINZA,11 °C,15 °C
2020-12-01,49,YAUYOS,PUTINZA,11 °C,15 °C
2020-12-08,50,YAUYOS,PUTINZA,,14 °C
2020-12-16,51,YAUYOS,PUTINZA,10 °C,15 °C
2020-12-23,52,YAUYOS,PUTINZA,,15 °C
2020-12-31,53,YAUYOS,PUTINZA,,15 °C
2021-01-01,53,YAUYOS,PUTINZA,10 °C,13 °C
2021-01-08,1,YAUYOS,PUTINZA,9 °C,15 °C
2021-01-16,2,YAUYOS,PUTINZA,,14 °C
2021-01-23,3,YAUYOS,PUTINZA,,16 °C
2021-01-31,4,YAUYOS,PUTINZA,,17 °C
2021-02-01,5,YAUYOS,PUTINZA,,16 °C
2021-02-07,5,YAUYOS,PUTINZA,,16 °C
2021-02-14,6,YAUYOS,PUTINZA,,17 °C
2021-02-21,7,YAUYOS,PUTINZA,,14 °C
2021-02-28,8,YAUYOS,PUTINZA,,14 °C
2021-03-01,9,YAUYOS,PUTINZA,,14 °C
2021-03-08,10,YAUYOS,PUTINZA,,14 °C
2021-03-16,11,YAUYOS,PUTINZA,,12 °C
2021-03-23,12,YAUYOS,PUTINZA,,15 °C
2021-03-31,13,YAUYOS,PUTINZA,,17 °C
2021-04-01,13,YAUYOS,PUTINZA,,17 °C
2021-04-08,14,YAUYOS,PUTINZA,,15 °C
2021-04-15,15,YAUYOS,PUTINZA,,15 °C
2021-04-22,16,YAUYOS,PUTINZA,,16 °C
2021-04-30,17,YAUYOS,PUTINZA,,15 °C
2021-05-01,17,YAUYOS,PUTINZA,,14 °C
2021-05-08,18,YAUYOS,PUTINZA,11 °C,19 °C
2021-05-16,19,YAUYOS,PUTINZA,,19 °C
2021-05-23,20,YAUYOS,PUTINZA,13 °C,19 °C
2021-05-31,22,YAUYOS,PUTINZA,,16 °C
2021-06-01,22,YAUYOS,PUTINZA,,17 °C
2021-06-08,23,YAUYOS,PUTINZA,11 °C,17 °C
2021-06-15,24,YAUYOS,PUTINZA,9 °C,15 °C
2021-06-22,25,YAUYOS,PUTINZA,12 °C,18 °C
2021-06-30,26,YAUYOS,PUTINZA,12 °C,18 °C
2021-07-01,26,YAUYOS,PUTINZA,,18 °C
2021-07-08,27,YAUYOS,PUTINZA,12 °C,18 °C
2021-07-16,28,YAUYOS,PUTINZA,,17 °C
2021-07-23,29,YAUYOS,PUTINZA,,20 °C
2021-07-31,30,YAUYOS,PUTINZA,12 °C,18 °C
2021-08-01,30,YAUYOS,PUTINZA,11 °C,19 °C
2021-08-08,31,YAUYOS,PUTINZA,11 °C,19 °C
2021-08-16,33,YAUYOS,PUTINZA,13 °C,18 °C
2021-08-23,34,YAUYOS,PUTINZA,12 °C,17 °C
2021-08-31,35,YAUYOS,PUTINZA,13 °C,20 °C
2021-09-01,35,YAUYOS,PUTINZA,13 °C,19 °C
2021-09-08,36,YAUYOS,PUTINZA,12 °C,19 °C
2021-09-15,37,YAUYOS,PUTINZA,11 °C,19 °C
2021-09-22,38,YAUYOS,PUTINZA,11 °C,18 °C
2021-09-30,39,YAUYOS,PUTINZA,,17 °C
2021-10-01,39,YAUYOS,PUTINZA,,19 °C
2021-10-08,40,YAUYOS,PUTINZA,,18 °C
2021-10-16,41,YAUYOS,PUTINZA,10 °C,16 °C
2021-10-23,42,YAUYOS,PUTINZA,11 °C,18 °C
2021-10-31,43,YAUYOS,PUTINZA,10 °C,18 °C
2021-11-01,44,YAUYOS,PUTINZA,,17 °C
2021-11-08,45,YAUYOS,PUTINZA,,18 °C
2021-11-15,46,YAUYOS,PUTINZA,,19 °C
2021-11-22,47,YAUYOS,PUTINZA,,17 °C
2021-11-30,48,YAUYOS,PUTINZA,,14 °C
2021-12-01,48,YAUYOS,PUTINZA,,15 °C
2021-12-08,49,YAUYOS,PUTINZA,,17 °C
2021-12-16,50,YAUYOS,PUTINZA,12 °C,18 °C
2021-12-23,51,YAUYOS,PUTINZA,,16 °C
2021-12-31,52,YAUYOS,PUTINZA,,15 °C
2022-01-01,52,YAUYOS,PUTINZA,,17 °C
2022-01-08,1,YAUYOS,PUTINZA,,15 °C
2022-01-16,2,YAUYOS,PUTINZA,,14 °C
2022-01-23,3,YAUYOS,PUTINZA,11 °C,14 °C
2022-01-31,5,YAUYOS,PUTINZA,8 °C,12 °C
2022-02-01,5,YAUYOS,PUTINZA,9 °C,13 °C
2022-02-07,6,YAUYOS,PUTINZA,,14 °C
2022-02-14,7,YAUYOS,PUTINZA,,17 °C
2022-02-21,8,YAUYOS,PUTINZA,10 °C,14 °C
2022-02-28,9,YAUYOS,PUTINZA,10 °C,13 °C
2022-03-01,9,YAUYOS,PUTINZA,10 °C,14 °C
2022-03-08,10,YAUYOS,PUTINZA,,11 °C
2022-03-16,11,YAUYOS,PUTINZA,,15 °C
2022-03-23,12,YAUYOS,PUTINZA,11 °C,16 °C
2022-03-31,13,YAUYOS,PUTINZA,,16 °C
2022-04-01,13,YAUYOS,PUTINZA,11 °C,14 °C
2022-04-08,14,YAUYOS,PUTINZA,14 °C,17 °C
2022-04-15,15,YAUYOS,PUTINZA,,17 °C
2022-04-22,16,YAUYOS,PUTINZA,,16 °C
2022-04-30,17,YAUYOS,PUTINZA,13 °C,17 °C
2022-05-01,17,YAUYOS,PUTINZA,,19 °C
2022-05-08,18,YAUYOS,PUTINZA,,18 °C
2022-05-16,20,YAUYOS,PUTINZA,12 °C,19 °C
2022-05-23,21,YAUYOS,PUTINZA,,19 °C
2022-05-31,22,YAUYOS,PUTINZA,12 °C,16 °C
2022-06-01,22,YAUYOS,PUTINZA,,16 °C
2022-06-08,23,YAUYOS,PUTINZA,,15 °C
2022-06-15,24,YAUYOS,PUTINZA,,16 °C
2022-06-22,25,YAUYOS,PUTINZA,,17 °C
2022-06-30,26,YAUYOS,PUTINZA,,19 °C
2022-07-01,26,YAUYOS,PUTINZA,,18 °C
2022-07-08,27,YAUYOS,PUTINZA,13 °C,18 °C
2022-07-16,28,YAUYOS,PUTINZA,13 °C,18 °C
2022-07-23,29,YAUYOS,PUTINZA,12 °C,18 °C
2022-07-31,30,YAUYOS,PUTINZA,,18 °C
2022-08-01,31,YAUYOS,PUTINZA,12 °C,17 °C
2022-08-08,32,YAUYOS,PUTINZA,,17 °C
2022-08-16,33,YAUYOS,PUTINZA,12 °C,20 °C
2022-08-23,34,YAUYOS,PUTINZA,,18 °C
2022-08-31,35,YAUYOS,PUTINZA,11 °C,19 °C
2022-09-01,35,YAUYOS,PUTINZA,13 °C,19 °C
2022-09-08,36,YAUYOS,PUTINZA,11 °C,19 °C
2022-09-15,37,YAUYOS,PUTINZA,14 °C,20 °C
2022-09-22,38,YAUYOS,PUTINZA,12 °C,19 °C
2022-09-30,39,YAUYOS,PUTINZA,12 °C,17 °C
2022-10-01,39,YAUYOS,PUTINZA,11 °C,18 °C
2022-10-08,40,YAUYOS,PUTINZA,,18 °C
2022-10-16,41,YAUYOS,PUTINZA,,17 °C
2022-10-23,42,YAUYOS,PUTINZA,,19 °C
2022-10-31,44,YAUYOS,PUTINZA,10 °C,18 °C
2022-11-01,44,YAUYOS,PUTINZA,,18 °C
2022-11-08,45,YAUYOS,PUTINZA,11 °C,19 °C
2022-11-15,46,YAUYOS,PUTINZA,12 °C,19 °C
2022-11-22,47,YAUYOS,PUTINZA,11 °C,17 °C
2022-11-30,48,YAUYOS,PUTINZA,11 °C,17 °C
2022-12-01,48,YAUYOS,PUTINZA,,15 °C
2022-12-08,49,YAUYOS,PUTINZA,11 °C,16 °C
2022-12-16,50,YAUYOS,PUTINZA,,12 °C
2022-12-23,51,YAUYOS,PUTINZA,,16 °C
2022-12-31,52,YAUYOS,PUTINZA,10 °C,11 °C
2023-01-01,52,YAUYOS,PUTINZA,,11 °C
2023-01-08,1,YAUYOS,PUTINZA,,15 °C
2023-01-16,3,YAUYOS,PUTINZA,9 °C,14 °C
2023-01-23,4,YAUYOS,PUTINZA,,15 °C
2023-01-31,5,YAUYOS,PUTINZA,10 °C,13 °C
2023-02-01,5,YAUYOS,PUTINZA,8 °C,12 °C
2023-02-07,6,YAUYOS,PUTINZA,11 °C,15 °C
2023-02-14,7,YAUYOS,PUTINZA,11 °C,14 °C
2023-02-21,8,YAUYOS,PUTINZA,,14 °C
2023-02-28,9,YAUYOS,PUTINZA,,17 °C
2023-03-01,9,YAUYOS,PUTINZA,,17 °C
2023-03-08,10,YAUYOS,PUTINZA,,14 °C
2023-03-16,11,YAUYOS,PUTINZA,10 °C,14 °C
2023-03-23,12,YAUYOS,PUTINZA,,15 °C
2023-03-31,13,YAUYOS,PUTINZA,,15 °C
2023-04-01,13,YAUYOS,PUTINZA,12 °C,15 °C
2023-04-08,14,YAUYOS,PUTINZA,,15 °C
2023-04-15,15,YAUYOS,PUTINZA,,15 °C
2023-04-22,16,YAUYOS,PUTINZA,11 °C,14 °C
2023-04-30,17,YAUYOS,PUTINZA,,15 °C
2023-05-01,18,YAUYOS,PUTINZA,,15 °C
2023-05-08,19,YAUYOS,PUTINZA,,18 °C
2023-05-16,20,YAUYOS,PUTINZA,11 °C,17 °C
2023-05-23,21,YAUYOS,PUTINZA,12 °C,19 °C
2023-05-31,22,YAUYOS,PUTINZA,12 °C,21 °C
2023-06-01,22,YAUYOS,PUTINZA,,21 °C
2023-06-08,23,YAUYOS,PUTINZA,,17 °C
2023-06-15,24,YAUYOS,PUTINZA,13 °C,19 °C
2023-06-22,25,YAUYOS,PUTINZA,,19 °C
2023-06-30,26,YAUYOS,PUTINZA,13 °C,21 °C
2023-07-01,26,YAUYOS,PUTINZA,,19 °C
2023-07-08,27,YAUYOS,PUTINZA,,18 °C
2023-07-16,28,YAUYOS,PUTINZA,13 °C,19 °C
2023-07-23,29,YAUYOS,PUTINZA,,21 °C
2023-07-31,31,YAUYOS,PUTINZA,,20 °C
2023-08-01,31,YAUYOS,PUTINZA,,21 °C
2023-08-08,32,YAUYOS,PUTINZA,12 °C,19 °C
2023-08-16,33,YAUYOS,PUTINZA,,20 °C
2023-08-23,34,YAUYOS,PUTINZA,12 °C,18 °C
2023-08-31,35,YAUYOS,PUTINZA,14 °C,21 °C
2023-09-01,35,YAUYOS,PUTINZA,14 °C,19 °C
2023-09-08,36,YAUYOS,PUTINZA,13 °C,20 °C
2023-09-15,37,YAUYOS,PUTINZA,15 °C,20 °C
2023-09-22,38,YAUYOS,PUTINZA,,20 °C
2023-09-30,39,YAUYOS,PUTINZA,,19 °C
2023-10-01,39,YAUYOS,PUTINZA,,17 °C
2023-10-08,40,YAUYOS,PUTINZA,,19 °C
2023-10-16,42,YAUYOS,PUTINZA,,19 °C
2023-10-23,43,YAUYOS,PUTINZA,,17 °C
2023-10-31,44,YAUYOS,PUTINZA,,18 °C
2023-11-01,44,YAUYOS,PUTINZA,,18 °C
2023-11-08,45,YAUYOS,PUTINZA,,20 °C
2023-11-15,46,YAUYOS,PUTINZA,,19 °C
2023-11-22,47,YAUYOS,PUTINZA,,18 °C
2023-11-30,48,YAUYOS,PUTINZA,,17 °C
2023-12-01,48,YAUYOS,PUTINZA,12 °C,16 °C
2023-12-08,49,YAUYOS,PUTINZA,,19 °C
2023-12-16,50,YAUYOS,PUTINZA,,17 °C
2023-12-23,51,YAUYOS,PUTINZA,13 °C,19 °C
2023-12-31,52,YAUYOS,PUTINZA,,15 °C
2024-01-01,1,YAUYOS,PUTINZA,10 °C,14 °C
2024-01-08,2,YAUYOS,PUTINZA,11 °C,18 °C
2024-01-16,3,YAUYOS,PUTINZA,12 °C,17 °C
2024-01-23,4,YAUYOS,PUTINZA,13 °C,19 °C
2024-01-31,5,YAUYOS,PUTINZA,13 °C,16 °C
2024-02-01,5,YAUYOS,PUTINZA,12 °C,18 °C
2024-02-08,6,YAUYOS,PUTINZA,12 °C,17 °C
2024-02-15,7,YAUYOS,PUTINZA,15 °C,19 °C
2024-02-22,8,YAUYOS,PUTINZA,10 °C,14 °C
2024-02-29,9,YAUYOS,PUTINZA,12 °C,15 °C
2024-03-01,9,YAUYOS,PUTINZA,12 °C,14 °C
2024-03-08,10,YAUYOS,PUTINZA,13 °C,15 °C
2024-03-16,11,YAUYOS,PUTINZA,13 °C,15 °C
2024-03-23,12,YAUYOS,PUTINZA,11 °C,15 °C
2024-03-31,13,YAUYOS,PUTINZA,12 °C,16 °C
2024-04-01,14,YAUYOS,PUTINZA,12 °C,16 °C
2024-04-08,15,YAUYOS,PUTINZA,12 °C,16 °C
2024-04-15,16,YAUYOS,PUTINZA,12 °C,18 °C
2024-04-22,17,YAUYOS,PUTINZA,,15 °C
2024-04-30,18,YAUYOS,PUTINZA,12 °C,17 °C
2020-01-01,1,YAUYOS,SAN PEDRO DE PILAS,9 °C,13 °C
2020-01-08,2,YAUYOS,SAN PEDRO DE PILAS,9 °C,16 °C
2020-01-16,3,YAUYOS,SAN PEDRO DE PILAS,11 °C,17 °C
2020-01-23,4,YAUYOS,SAN PEDRO DE PILAS,8 °C,9 °C
2020-01-31,5,YAUYOS,SAN PEDRO DE PILAS,9 °C,14 °C
2020-02-01,5,YAUYOS,SAN PEDRO DE PILAS,10 °C,12 °C
2020-02-08,6,YAUYOS,SAN PEDRO DE PILAS,9 °C,13 °C
2020-02-15,7,YAUYOS,SAN PEDRO DE PILAS,11 °C,14 °C
2020-02-22,8,YAUYOS,SAN PEDRO DE PILAS,9 °C,12 °C
2020-02-29,9,YAUYOS,SAN PEDRO DE PILAS,10 °C,13 °C
2020-03-01,9,YAUYOS,SAN PEDRO DE PILAS,11 °C,14 °C
2020-03-08,10,YAUYOS,SAN PEDRO DE PILAS,,13 °C
2020-03-16,12,YAUYOS,SAN PEDRO DE PILAS,,11 °C
2020-03-23,13,YAUYOS,SAN PEDRO DE PILAS,8 °C,12 °C
2020-03-31,14,YAUYOS,SAN PEDRO DE PILAS,10 °C,13 °C
2020-04-01,14,YAUYOS,SAN PEDRO DE PILAS,9 °C,13 °C
2020-04-08,15,YAUYOS,SAN PEDRO DE PILAS,11 °C,16 °C
2020-04-15,16,YAUYOS,SAN PEDRO DE PILAS,8 °C,13 °C
2020-04-22,17,YAUYOS,SAN PEDRO DE PILAS,9 °C,15 °C
2020-04-30,18,YAUYOS,SAN PEDRO DE PILAS,10 °C,14 °C
2020-05-01,18,YAUYOS,SAN PEDRO DE PILAS,11 °C,15 °C
2020-05-08,19,YAUYOS,SAN PEDRO DE PILAS,12 °C,16 °C
2020-05-16,20,YAUYOS,SAN PEDRO DE PILAS,,16 °C
2020-05-23,21,YAUYOS,SAN PEDRO DE PILAS,11 °C,18 °C
2020-05-31,22,YAUYOS,SAN PEDRO DE PILAS,8 °C,14 °C
2020-06-01,23,YAUYOS,SAN PEDRO DE PILAS,7 °C,14 °C
2020-06-08,24,YAUYOS,SAN PEDRO DE PILAS,11 °C,17 °C
2020-06-15,25,YAUYOS,SAN PEDRO DE PILAS,9 °C,15 °C
2020-06-22,26,YAUYOS,SAN PEDRO DE PILAS,10 °C,15 °C
2020-06-30,27,YAUYOS,SAN PEDRO DE PILAS,8 °C,16 °C
