,separacion_basura,exposicion_deslizamientos,exposicion_precipicios,exposicion_inundaciones,informacion_basura,conserva_agua,purificacion_agua,sanitario_compartido,agua_potable,barrido_calle,viento_min,exposicion_basurales,viento_max
458,0.3332268781836762,0.0227781035640402,0.0074356365704176,0.0226236848966585,0.0869519264070072,0.9094553411704582,0.9496840453564424,0.0802497728411718,0.991404958677686,0.6334587974166145,2.0,0.0222077653453883,12.0
459,0.3333276806494882,0.0043810797904401,0.0002850695450661,0.0020006145405751,0.1919028029486687,0.9646144098399684,0.9934259087984452,0.1411996338075432,1.0,0.4915397434923492,5.0,0.0037037369202544,11.0
460,0.3218106196230478,0.0289352577793044,0.0101799103630144,0.0417466830319359,0.0869519264070072,0.9917515537793928,0.984023206874726,0.0508523395028759,0.9871074380165288,0.5809044076281256,1.0,0.0400724765628936,11.0
461,0.5,0.0044291729789504,0.0010513139358142,0.0036707234848657,0.0047272727272727,0.955446673867899,0.9797214321844108,0.1760897613336291,1.0,0.2287272727272727,4.0,0.1161765028150026,12.0
462,0.2555072945687586,0.0159249849663508,0.0016396892338332,0.0174035042533699,0.0113676342865053,0.9555562811065726,1.0,0.1863641993946634,1.0,0.2827397346570452,2.0,0.0285451414814692,13.0
463,0.0318571762102135,0.0036660939440204,0.0002746941275718,0.0023225069933539,0.0127028029486687,0.9917432841640368,0.9938100913053126,0.1195922166322469,1.0,0.9829301664814114,4.0,0.0065773642862395,12.0
464,0.2138650767821324,0.0026669599903656,0.0002936615324389,0.0025758187075927,0.1928232240806393,0.8606918258562812,1.0,0.0,1.0,0.9915980551144934,4.0,0.0064229111038992,11.0
465,0.5,0.0015727171016378,0.0002170610648371,0.0019790051903042,0.2986666666666667,0.9355716081486932,1.0,0.0090820601118351,1.0,1.0,1.0,0.0056514052755276,12.0
466,0.095,0.0081954318079764,0.0009546653128306,0.0228819983874226,0.0625,0.93294574895856,0.9375097588225302,0.0337210430825238,1.0,1.0,6.0,0.0411281398858798,9.0
467,0.3165287685328526,0.0156647656606784,0.0028370928531225,0.0475193384602713,0.0869519264070072,0.8050682922334629,0.9107701237446846,0.0,1.0,0.8476495507244871,7.0,0.0433857334661044,9.0
468,0.013,0.0013682294530383,0.0003247314462433,0.0016135727919733,0.1066373831775701,0.9565244400143552,0.962581981133252,0.3290032782450905,1.0,1.0,3.0,0.0054002918382092,12.0
469,0.1265824817415788,0.0104460708184869,0.0008169423713682,0.0160378145583071,0.01664,0.9963655376453784,0.991499890251354,0.0375460471208073,1.0,0.96672,4.0,0.0338729967258007,11.0
470,0.3321975678443951,0.0115613545424493,0.000843749979207,0.032798557314222,0.0869519264070072,0.9044570103006075,1.0,0.0,1.0,0.94023529776688,4.0,0.0330840331633543,11.0
471,0.2986666666666667,0.0015935848824877,3.491285837574878e-05,0.0011912260844851,0.1493333333333334,0.9844039661349068,0.9964149072104372,0.1439263720039727,1.0,1.0,5.0,0.0055858911001004,11.0
472,0.3356443508049002,0.0292411085204818,0.0124711736936881,0.0449632940565913,0.0872491234583385,1.0,0.993745906383434,0.1134995978629287,0.9527272727272728,0.4952500088107535,2.0,0.0594940822382905,13.0
473,0.3720850036656361,0.0360808210636067,0.0105922615720349,0.0426644781510245,0.0680043712222115,1.0,1.0,0.0670911629539653,1.0,0.5375637863963597,2.0,0.0518495530281487,10.0
474,0.9406298175985072,0.0025184548138386,0.0003549574730639,0.0026130461823351,0.0127028029486687,0.9845119409990898,0.9931404823251558,0.0,1.0,0.9915980551144934,5.0,0.1866750698909789,10.0
475,0.3027147082473043,0.0131855394044437,0.0018237056206139,0.0295249489228721,0.0851964918793911,0.940604972182034,0.966878700907622,0.1185043475180908,1.0,0.7690626407474829,3.0,0.0552307692083381,12.0
476,0.2757386109888762,0.0102708081807267,0.0007303815312731,0.0176186558954218,0.1388251575269366,0.8132387559740555,0.9696744110707552,0.0343263232435358,1.0,0.907474638746602,4.0,0.027869019434312,12.0
