Año,Semana,Ubigeo,P129G,P142A,P172C_1,P172C_2,P129B,P172B_1,P172B_2,P172D,P172G,P908_5,P908_6,P908_7,P908_8,P908_9,P910_1,P910_2,P910_3,P910_4
2021,1,150111,1,1,3,3,1.0,0.6287986916446793,0.9954380332207097,0.46753721854370767,0.1309707685002613,0.9939044289044289,0.02574270557029178,0.05369533974797132,0.9903004242134678,0.007469176102724759,0.05061082092527391,0.011865375835931018,0.006698564593301435,0.0
2021,1,150112,1,1,2,3,1.0,1.0,1.0,0.625,0.375,1.0,0.0,0.125,1.0,0.25,0.125,0.0,0.0,0.0
2021,1,150113,1,1,3,3,1.0,1.0,1.0,0.1428571428571428,0.2857142857142857,1.0,0.1666666666666667,0.0,1.0,0.1666666666666667,0.1666666666666667,0.0,0.0,0.0
2021,1,150114,1,1,3,3,1.0,0.607961293642817,0.9970705667980685,0.46753721854370767,0.1189722116878987,0.97636399832052,0.02574270557029178,0.08950415579194972,0.9548349476610347,0.024018733645937394,0.0767743530205534,0.021206952981135525,0.010526315789473684,0.0015473887814313346
2021,1,70104,1,1,3,3,1.0,1.0,1.0,0.2,0.4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021,1,70105,1,1,3,3,1.0,1.0,1.0,0.7142857142857143,0.2857142857142857,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021,1,150115,1,1,3,3,1.0,0.875,1.0,0.75,0.0,0.875,0.125,0.125,0.75,0.0,0.125,0.0,0.0,0.0
2021,1,150101,1,1,3,3,1.0,1.0,1.0,0.2857142857142857,0.0,1.0,0.0,0.1428571428571428,1.0,0.0,0.0,0.0,0.0,0.0
2021,1,150116,1,1,3,3,1.0,1.0,1.0,0.0,0.125,1.0,0.0,0.0,1.0,0.0,0.125,0.0,0.0,0.0
2021,1,150117,1,1,3,3,1.0,0.8,1.0,0.6666666666666666,0.06666666666666667,1.0,0.0,0.1428571428571428,0.9285714285714286,0.0,0.0,0.0,0.0,0.0
2021,1,150118,1,1,3,3,1.0,1.0,1.0,0.625,0.0,0.75,0.0,0.875,0.0,0.75,0.125,0.0,0.375,0.75
2021,1,150119,1,1,3,3,1.0,0.6032048429438973,0.9931376504231806,0.46753721854370767,0.13067408251226087,0.8457362926928144,0.02574270557029178,0.37636073795234415,0.5538447452947918,0.08683736517650252,0.10314267164383051,0.04146792353742859,0.09547014770126899,0.1400512993019931
2021,1,150120,1,1,3,3,1.0,0.9879240475067119,0.9953752485849227,0.46753721854370767,0.2005120880485668,0.9975757575757576,0.02574270557029178,0.012167832167832167,0.9983216783216783,0.011716791232692834,0.03270131298497664,0.010666604641748477,0.005741626794258373,0.0
2021,1,70107,1,1,3,3,1.0,0.8571428571428571,1.0,0.8571428571428571,0.5714285714285714,0.1428571428571428,0.0,1.0,0.4285714285714285,0.0,0.0,0.0,0.0,0.1428571428571428
2021,1,150122,1,1,3,3,1.0,0.8488421044484976,0.9958963353182435,0.46753721854370767,0.13737743418867587,0.993030303030303,0.02574270557029178,0.05193306693306693,0.997022977022977,0.007469176102724759,0.04304677814649532,0.010520726608373235,0.006698564593301435,0.0
2021,1,150123,1,1,3,3,1.0,0.5766926259800901,0.9933241520985185,0.46753721854370767,0.1260992844190208,0.8945999290564507,0.02574270557029178,0.2943523077860192,0.6869994806303781,0.08458328592242324,0.10314267164383051,0.04165743316251812,0.08973892240482631,0.10388529139685478
2021,1,150124,1,1,2,2,1.0,1.0,1.0,0.75,0.25,0.25,0.0,1.0,0.0,0.0,0.125,0.0,0.0,0.0
2021,1,150121,1,1,3,3,1.0,1.0,0.8888888888888888,0.2222222222222222,0.1111111111111111,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021,1,150125,1,1,3,3,1.0,0.75,1.0,0.625,0.1875,0.9375,0.0625,0.4375,0.8125,0.25,0.1875,0.125,0.0,0.0
2021,1,150126,1,1,3,3,1.0,0.5976860478517849,0.9931862352673178,0.46753721854370767,0.13067408251226087,0.8139181108746325,0.02574270557029178,0.39454255613416234,0.5171040946410976,0.07364661653120841,0.09961103171513178,0.04146792353742859,0.0721499895985022,0.05503201701166549
2021,1,150127,1,1,3,3,1.0,0.5972199935299313,0.9932286293731629,0.46753721854370767,0.13067408251226087,0.8139181108746325,0.02574270557029178,0.41272437431598047,0.5171040946410976,0.07364661653120841,0.09961103171513178,0.04146792353742859,0.0721499895985022,0.05503201701166549
2021,1,150128,1,1,3,3,1.0,0.7899655568684618,0.9960452980198458,0.46753721854370767,0.13867813514538888,0.9916317016317016,0.02574270557029178,0.057236097236097225,0.9915018315018316,0.007469176102724759,0.05450681147003327,0.012143738135569916,0.006698564593301435,0.0
2021,1,150129,1,1,3,3,1.0,0.585687757412031,0.9935078650315584,0.46753721854370767,0.13067408251226087,0.8370183439748656,0.02574270557029178,0.3766517450448022,0.5407417027930443,0.0381635280342859,0.08930150972171355,0.03568044977932367,0.02224880382775119,0.028148659850787506
2021,1,150130,1,1,3,3,1.0,1.0,1.0,0.4,0.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021,1,150131,1,1,3,3,1.0,0.8557201141005272,0.9958963353182435,0.46753721854370767,0.1395096279752814,0.993030303030303,0.02574270557029178,0.0464135864135864,0.9983216783216783,0.007469176102724759,0.0442050197586843,0.009697073852844287,0.006698564593301435,0.0
2021,1,150132,1,1,2,3,1.0,0.4347826086956522,1.0,0.5652173913043478,0.04347826086956522,0.9565217391304348,0.0,0.1739130434782609,0.9130434782608695,0.3043478260869565,0.04347826086956522,0.1739130434782609,0.2173913043478261,0.2608695652173913
2021,1,150133,1,1,3,3,1.0,0.6202051752965346,0.9970332685802427,0.46753721854370767,0.12406018496721458,0.9953030303030304,0.02574270557029178,0.09311793469688205,0.9857449796580232,0.012028565988201605,0.04677111808299982,0.01471996390824912,0.00861244019138756,0.0
2021,1,150134,1,1,3,3,1.0,1.0,1.0,0.4545454545454545,0.1818181818181818,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021,1,150135,1,1,2,2,1.0,1.0,1.0,0.45,0.1,1.0,0.0,0.1052631578947368,1.0,0.0,0.2631578947368421,0.05263157894736842,0.0,0.0
2021,1,150136,1,1,3,3,1.0,0.8528474244968041,0.9946157969467245,0.46753721854370767,0.1488701144314659,0.993030303030303,0.02574270557029178,0.03699800199800199,0.997022977022977,0.006898080531629189,0.046238124214037564,0.010857340296688887,0.006698564593301435,0.0
2021,1,150137,1,1,2,3,1.0,1.0,1.0,0.1428571428571428,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021,1,150138,1,1,3,3,1.0,0.6973332397481035,0.9931898402127175,0.46753721854370767,0.125426956291785,0.8759848484848485,0.02574270557029178,0.24109640359640358,0.7070536709667145,0.023919281122470864,0.06247935835612192,0.022046099753780253,0.026201372997711667,0.016731141199226307
2021,1,150139,1,1,3,3,1.0,0.7762046273827626,0.9927676304324942,0.46753721854370767,0.14593062342921886,0.9112853812853814,0.02574270557029178,0.24073001093717772,0.8654965047286972,0.06887708761949879,0.07249555789925802,0.026252507211208035,0.004784688995215311,0.03539387531986976
2021,1,150140,1,1,3,3,1.0,1.0,1.0,0.7142857142857143,0.2857142857142857,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021,1,150141,1,1,3,3,1.0,0.75,1.0,0.375,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021,1,70106,1,1,3,3,1.0,0.7708333333333334,0.9791666666666666,0.6666666666666666,0.1875,0.4042553191489361,0.0,0.851063829787234,0.148936170212766,0.0,0.1063829787234043,0.06382978723404255,0.0,0.0851063829787234
2021,1,150142,1,1,3,3,1.0,0.0,1.0,0.625,0.0625,0.5625,0.1875,0.375,0.5,0.0,0.0625,0.0625,0.0,0.0
2021,1,150143,1,1,3,3,1.0,0.0,1.0,0.45,0.2,1.0,0.0,0.05263157894736842,1.0,0.0,0.1052631578947368,0.0,0.05263157894736842,0.0
2021,5,150102,1,1,3,3,0.9967027221653739,0.6994461986464181,0.9876247172252259,0.4662863569704303,0.12324113969131269,0.8138635345845375,0.049637614188831225,0.32146502697212637,0.5424295854943099,0.17723151993151598,0.09370123084856627,0.052489317185979545,0.004131333567909924,0.09858649187802791
2021,5,150103,1,1,3,3,1.0,0.9285714285714286,1.0,0.6428571428571429,0.07142857142857142,1.0,0.0,0.0,1.0,0.0,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142
2021,5,150104,1,1,3,3,0.9995079381501842,0.9124231159597721,0.996605101933103,0.4416055352422663,0.11591016021595837,0.9298051948051947,0.049637614188831225,0.09692312737767284,0.8927575217414788,0.04168768349370826,0.029043683589138135,0.010099659698590181,0.004131333567909924,0.0
2021,5,70102,1,1,3,3,1.0,1.0,1.0,0.6666666666666666,0.06666666666666667,1.0,0.0,0.07142857142857142,1.0,0.07142857142857142,0.0,0.0,0.0,0.0
2021,5,150105,1,1,3,3,1.0,1.0,1.0,0.0,0.1428571428571428,0.9359504132231404,0.049637614188831225,0.050102437669282594,0.9924485496678009,0.015609790727503813,0.04059228650137742,0.0,0.004131333567909924,0.0
2021,5,70101,1,1,3,3,0.9848484848484849,0.9117647058823529,1.0,0.4411764705882353,0.1470588235294118,0.9090909090909091,0.04545454545454546,0.1818181818181818,0.8787878787878788,0.0303030303030303,0.196969696969697,0.07575757575757576,0.0,0.0
2021,5,150106,1,1,3,3,1.0,1.0,1.0,0.5,0.0,0.5,0.0,1.0,0.0,0.25,0.125,0.0,0.0,0.125
2021,5,70103,1,1,3,3,1.0,1.0,1.0,0.625,0.125,0.875,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021,5,150107,1,1,3,3,0.9991484984669858,0.6845173407787578,0.9941889489386513,0.4547075742629292,0.1249496347718578,0.8958756395120031,0.049637614188831225,0.27734348835953104,0.7201391646237674,0.11970107679078507,0.06413575974704502,0.04091970121381886,0.004131333567909924,0.026617473435655254
2021,5,150108,1,1,2,3,1.0,1.0,1.0,0.375,0.0,0.75,0.0,0.75,0.125,0.0,0.0,0.0,0.0,0.0
2021,5,150109,1,1,3,3,0.9966074313016159,0.7070625298671579,0.9946200616610849,0.4698486592424672,0.1120243323152119,0.8623022432113341,0.049637614188831225,0.2953002137494116,0.7321164970215309,0.12308752659900131,0.05446674537583629,0.060370318926468686,0.004131333567909924,0.04922077922077922
2021,5,150110,1,1,3,3,1.0,0.0,1.0,0.3478260869565217,0.04347826086956522,0.8636363636363636,0.0,0.3636363636363636,0.5454545454545454,0.1818181818181818,0.1818181818181818,0.1363636363636364,0.0,0.1818181818181818
2021,5,150111,1,1,3,3,1.0,0.75,1.0,0.625,0.125,1.0,0.0,0.125,1.0,0.0,0.125,0.125,0.0,0.0
2021,5,150112,1,1,2,3,0.9090909090909091,0.4545454545454545,1.0,0.5454545454545454,0.09090909090909091,0.8,0.0,0.1,0.7,0.7,0.1,0.0,0.0,0.1
2021,5,150113,1,1,3,3,1.0,1.0,1.0,0.375,0.125,0.875,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021,5,150114,1,1,3,3,0.9997503386040001,0.7835197009174361,0.9966963899448167,0.464313733763944,0.11651037549717151,0.9034081070444706,0.049637614188831225,0.2539443325539582,0.7461957194771136,0.08317698125371807,0.03982683982683983,0.02388572508893365,0.004131333567909924,0.003116883116883117
2021,5,70104,1,1,3,3,1.0,1.0,1.0,0.2857142857142857,0.2857142857142857,1.0,0.0,0.1428571428571428,1.0,0.0,0.1428571428571428,0.0,0.0,0.0
2021,5,70105,1,1,3,3,0.9985893887935182,0.9137253835057362,0.9949093570125812,0.4571278410688005,0.12308641670225443,0.9094361437935106,0.049637614188831225,0.08574665678943752,0.9010384594609191,0.03638657982826702,0.053049980322707586,0.01120871261015093,0.004131333567909924,0.004057321988356471
2021,5,150115,1,1,3,3,1.0,1.0,1.0,0.2,0.06666666666666667,1.0,0.0,0.0,1.0,0.0,0.07142857142857142,0.0,0.0,0.0
2021,5,150101,1,1,2,3,1.0,1.0,1.0,0.375,0.125,0.625,0.125,0.75,0.625,0.0,0.0,0.0,0.0,0.0
2021,5,150116,1,1,3,3,0.9997128530956071,0.9252427239177675,0.9957426097697332,0.43815352276992514,0.12013170482744343,0.9320779220779221,0.049637614188831225,0.07385555324057998,0.913319019067682,0.03316337951485882,0.026446280991735537,0.009204342894182468,0.004131333567909924,0.0
2021,5,150117,1,1,3,3,1.0,1.0,1.0,0.25,0.0,0.75,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021,5,150118,1,1,3,3,0.9953055669227521,0.6508194929613328,0.9945876583107135,0.46311781455857776,0.10615878776850447,0.84370720188902,0.049637614188831225,0.32534952272920187,0.6424949569454457,0.18895978009002692,0.09658124007653783,0.06727817943934486,0.004131333567909924,0.11482840043968569
2021,5,150119,1,1,3,3,0.7777777777777778,1.0,1.0,0.5555555555555556,0.1111111111111111,0.6666666666666666,0.0,0.7777777777777778,0.5555555555555556,0.0,0.0,0.1111111111111111,0.0,0.0
2021,5,150120,1,1,3,3,0.9998796064304086,0.9295218302680877,0.9957766555879782,0.464948611846394,0.1193714928416302,0.92030106257379,0.049637614188831225,0.06886353990632066,0.9025049964889535,0.029832505843076056,0.02514757969303424,0.009204342894182468,0.004131333567909924,0.0
2021,5,70107,1,1,3,3,0.9997599410940251,0.8696859135758538,0.9953910579583888,0.46534572893957943,0.12479760442878728,0.8755960184016611,0.049637614188831225,0.15208505725839297,0.7720494359043133,0.07613147819529567,0.07550489218200815,0.024267669450225238,0.004131333567909924,0.034039612425192364
2021,5,150122,1,1,3,3,1.0,1.0,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021,5,150123,1,1,3,3,0.9979356421348454,0.6795066995567346,0.994522988630029,0.4720684488003837,0.11063460702866068,0.8387091696182605,0.049637614188831225,0.381498329359292,0.5790342999553769,0.1336752909560619,0.060859490561684916,0.0593930134037086,0.004131333567909924,0.05697939991043441
2021,5,150124,1,1,3,3,0.9980294208692287,0.6793285494507745,0.9940786075993211,0.47315629894909833,0.11996889410348224,0.8719933097205825,0.049637614188831225,0.4307760569792656,0.6169413691191306,0.10271451556963619,0.032349468713105074,0.048598282288121866,0.004131333567909924,0.005194805194805195
2021,5,150121,1,1,3,3,1.0,1.0,1.0,1.0,0.1428571428571428,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021,5,150125,1,1,2,3,1.0,0.7777777777777778,1.0,0.5555555555555556,0.2222222222222222,0.6666666666666666,0.4444444444444444,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
2021,5,150126,1,1,3,3,0.9971742877885794,0.704261888784205,0.9943596316410608,0.4720684488003837,0.1198584758790069,0.8458028335301063,0.049637614188831225,0.4149653525321975,0.5668296289732764,0.13705372156411633,0.05500549607132679,0.06830411275367942,0.004131333567909924,0.053433416113666914
2021,5,150127,1,1,3,3,0.9984833681173252,0.6964940116973337,0.9944020257469058,0.4720684488003837,0.12167455284389864,0.8458028335301063,0.049637614188831225,0.4149653525321975,0.5668296289732764,0.13705372156411633,0.05500549607132679,0.06830411275367942,0.004131333567909924,0.053433416113666914
2021,5,150128,1,1,3,3,1.0,1.0,1.0,0.375,0.375,1.0,0.25,0.25,1.0,0.5,0.125,0.0,0.0,0.0
2021,5,150129,1,1,3,3,0.9983216437454403,0.6843496087546438,0.9937761442381048,0.47196170869702925,0.124003857341519,0.8450747737111374,0.049637614188831225,0.45270890725436186,0.5331056900769238,0.12240588631354526,0.03170995670995671,0.04990005691646849,0.004131333567909924,0.008500590318772136
2021,5,150130,1,1,3,3,0.9998903473235026,0.9117337926895789,0.9969878039796077,0.44944299121674375,0.11293863433624639,0.9593506493506493,0.049637614188831225,0.0830940420245233,0.9087735645222275,0.041472295226371934,0.03618654073199527,0.007928212607356993,0.004131333567909924,0.003116883116883117
2021,5,150131,1,1,3,3,1.0,1.0,1.0,0.2,0.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021,5,150132,1,1,3,3,1.0,0.3928571428571428,1.0,0.4642857142857143,0.07142857142857142,0.7142857142857143,0.03571428571428571,0.4285714285714285,0.6785714285714286,0.5357142857142857,0.1428571428571428,0.2142857142857143,0.1071428571428571,0.4285714285714285
2021,5,150133,1,1,2,3,1.0,1.0,1.0,0.4444444444444444,0.2222222222222222,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021,5,150134,1,1,3,3,0.9998903473235026,0.9262464946247895,0.9965698254536955,0.4494335293968338,0.11234323362848869,0.9388961038961039,0.049637614188831225,0.0844517752004383,0.9087735645222275,0.04168768349370826,0.03391381345926801,0.01147707016690974,0.004131333567909924,0.0
2021,5,150135,1,1,3,3,1.0,0.0,1.0,0.4117647058823529,0.05882352941176471,1.0,0.05882352941176471,0.1176470588235294,0.7058823529411765,0.0,0.0,0.05882352941176471,0.0,0.0
2021,5,150136,1,1,3,3,1.0,1.0,1.0,0.6666666666666666,0.1666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021,5,150137,1,1,3,3,0.9998459558051198,0.8463015853542095,0.9969851370010835,0.4465916493121104,0.11624600853153183,0.9482467532467533,0.049637614188831225,0.14594528169394475,0.8665008372495001,0.052744760135200484,0.05373868555686737,0.021771187813968564,0.004131333567909924,0.010909090909090906
2021,5,150138,1,1,3,3,0.9987463805583812,0.7654367653845725,0.9932005625104944,0.45801928735066927,0.11992452213472093,0.8934415584415584,0.049637614188831225,0.26279483143119503,0.7678525900718414,0.08056275385052963,0.03996261314443133,0.03884085314566599,0.004131333567909924,0.00831168831168831
2021,5,150139,1,1,3,3,0.9993031045503378,0.7421442788113124,0.9933789119465719,0.45473116407641817,0.13381365500353762,0.8658990487046914,0.049637614188831225,0.14993629692781446,0.7590434401175687,0.09492621262393175,0.07453086620798217,0.026540396722952508,0.004131333567909924,0.03592049016813907
2021,5,150140,1,1,3,3,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021,5,150141,1,1,3,3,0.9998903473235026,0.9059307813628225,0.996605101933103,0.45015553047281653,0.10987936163629156,0.9593506493506493,0.049637614188831225,0.0830940420245233,0.9087735645222275,0.041472295226371934,0.033913813459268,0.0067250040512072595,0.004131333567909924,0.0
2021,5,70106,1,1,3,3,0.9649122807017544,0.8620689655172413,0.9482758620689655,0.603448275862069,0.1551724137931035,0.4137931034482759,0.06896551724137931,0.7068965517241379,0.3103448275862069,0.3620689655172414,0.1551724137931035,0.03448275862068965,0.01724137931034483,0.05172413793103448
2021,5,150142,1,1,3,3,1.0,0.0,1.0,0.5,0.125,0.625,0.0,0.875,0.375,0.125,0.0,0.125,0.0,0.0
2021,5,150143,1,1,3,2,1.0,0.0,1.0,0.5,0.125,0.2857142857142857,0.0,0.8571428571428571,0.0,0.4285714285714285,0.0,0.0,0.0,0.0
2021,9,150102,1,1,3,3,1.0,0.625,1.0,0.0,0.125,0.8568696009872484,0.03962014866934382,0.26368191462907326,0.7606231130228454,0.04169874091200593,0.07646717912692658,0.029898137754568455,0.0028383381324557796,0.0197865470449548
2021,9,150103,1,1,2,3,1.0,1.0,1.0,0.6666666666666666,0.0,1.0,0.0,0.1666666666666667,1.0,0.0,0.0,0.0,0.0,0.0
2021,9,150104,1,1,3,3,1.0,0.936036375574381,1.0,0.3487617878704454,0.08286732528832427,0.9954545454545455,0.03962014866934382,0.11237076648841356,0.9690920687551705,0.014329509960075705,0.02027125041093631,0.030481283422459902,0.00053475935828877,0.00835830994817548
2021,9,70102,1,1,3,3,1.0,1.0,1.0,0.4,0.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021,9,150105,1,1,3,3,1.0,0.9521451102363719,1.0,0.30715373426771514,0.08286732528832427,1.0,0.03962014866934382,0.11146167557932263,0.9708685520757713,0.014329509960075705,0.028284090265523653,0.021390374331550808,0.00053475935828877,0.00835830994817548
2021,9,70101,1,1,3,3,1.0,0.9850746268656716,1.0,0.3880597014925373,0.04477611940298507,1.0,0.0,0.01694915254237288,1.0,0.06779661016949153,0.1016949152542373,0.01694915254237288,0.0,0.01694915254237288
2021,9,150106,1,1,3,2,1.0,0.3571428571428572,0.7142857142857143,0.4285714285714285,0.1428571428571428,0.5384615384615384,0.3076923076923077,0.8461538461538461,0.3846153846153846,0.0,0.0,0.07692307692307693,0.0,0.0
2021,9,70103,1,1,3,3,1.0,1.0,0.8333333333333334,0.5,0.0,1.0,0.3333333333333333,0.1666666666666667,1.0,0.0,0.0,0.1666666666666667,0.0,0.0
2021,9,150107,1,1,3,3,1.0,0.6548916283860181,1.0,0.33322331494584395,0.08286732528832427,0.9911764705882353,0.03962014866934382,0.16327608084836398,0.9587658742277726,0.010662865869702798,0.017380302689480123,0.020188525333091636,0.007807486631016041,0.01755040325670238
2021,9,150108,1,1,3,3,1.0,0.4666666666666667,1.0,0.3333333333333333,0.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021,9,150109,1,1,3,3,1.0,0.6005946924406345,1.0,0.3211984708813319,0.08286732528832427,0.9639551624845742,0.03962014866934382,0.17459137738300254,0.9312547274719736,0.026700077008057873,0.03620494843850107,0.03930374378031407,0.010111065405183051,0.023668096918448095
2021,9,150110,1,1,3,2,1.0,0.25,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.125,0.0,0.0,0.0
2021,9,150111,1,1,3,3,1.0,0.25,1.0,0.25,0.0,0.9795454545454545,0.03962014866934382,0.03444363878062782,0.9810544607650222,0.016447585395018716,0.02423251027096578,0.015864527629233512,0.00106951871657754,0.011874783353618343
2021,9,150112,1,1,3,2,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021,9,150113,1,1,3,3,1.0,1.0,1.0,0.2,0.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021,9,150114,1,1,3,3,1.0,1.0,1.0,0.5,0.3333333333333333,1.0,0.1666666666666667,0.3333333333333333,0.8333333333333334,0.0,0.0,0.0,0.0,0.0
2021,9,70104,1,1,3,3,1.0,1.0,1.0,0.0625,0.0625,0.9954545454545455,0.03962014866934382,0.03495166017100215,0.9609864404757453,0.022497035879074475,0.03833513249643717,0.023109459500287026,0.00053475935828877,0.006984480662060324
2021,9,70105,1,1,3,3,1.0,0.8424398391636733,1.0,0.3145800131146431,0.08286732528832427,0.993006993006993,0.03962014866934382,0.13044117066051264,0.9464431379177368,0.023942871331073257,0.0393189341184265,0.04861371596167209,0.0026326614561908677,0.012517427666615235
2021,9,150115,1,1,2,3,1.0,1.0,1.0,0.0,0.1,1.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0
2021,9,150101,1,1,3,3,1.0,1.0,1.0,0.125,0.0,0.9863636363636363,0.03962014866934382,0.020655759992749028,0.9820756350749666,0.015084017830055342,0.024512824461560487,0.01283422459893048,0.00053475935828877,0.005649364507028917
2021,9,150116,1,1,3,3,1.0,0.9426754940316813,1.0,0.3320675123462753,0.08286732528832427,1.0,0.03962014866934382,0.11191622103386811,0.9662132808763825,0.014329509960075705,0.028284090265523653,0.033511586452762934,0.00053475935828877,0.00835830994817548
2021,9,150117,1,1,2,3,1.0,1.0,1.0,0.3333333333333333,0.1666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021,9,150118,1,1,3,3,1.0,0.575302854525529,1.0,0.31656735580904033,0.08286732528832427,0.9387803373097491,0.03962014866934382,0.23297612988540214,0.864043352616882,0.03647474833208115,0.05521967750582237,0.04099510326828373,0.010974907445495678,0.02375410014752211
2021,9,150119,1,1,3,3,1.0,0.5346694044602229,1.0,0.36449219159111174,0.08286732528832427,0.9303715891951188,0.03962014866934382,0.33659570240327963,0.8546480858218826,0.033773332101253155,0.04333218502710355,0.040552212825393286,0.010111065405183051,0.023201798510973214
2021,9,150120,1,1,3,3,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.2,0.8,0.0,0.2,0.0,0.0,0.0
2021,9,70107,1,1,3,3,1.0,0.7646239520992835,1.0,0.3159780167567754,0.08286732528832427,0.9386363636363639,0.03962014866934382,0.19633688677557073,0.9016945776544706,0.028828416715123133,0.05263667270832587,0.029786398380615732,0.0012340600575894694,0.010696496022652682
2021,9,150122,1,1,3,3,1.0,0.9590438917875598,1.0,0.3003088461411448,0.08286732528832427,1.0,0.03962014866934382,0.10206773618538324,0.979546614209716,0.011862146814746458,0.020071592696323456,0.015329768270944746,0.00053475935828877,0.007739680696071651
