,Año,Semana,Ubigeo,casos,viento_prom,barrido_calle,separacion_basura,exposicion_basurales,exposicion_precipicios,exposicion_deslizamientos,agua_potable,sanitario_compartido,conserva_agua,purificacion_agua
5635,2023,9,150130,2.0,0.2911298996508309,0.9893404527361094,0.5425644887401602,0.0161928127641043,0.0036424512987013,0.0023184356816291,0.997670256586588,0.0,0.9423725518400072,1.0
5637,2023,9,150132,2.0,-0.0678838879744577,0.5507438925698844,0.4935290564140919,0.1494381313131313,0.0718318602693602,0.3451704545454545,0.992378048780488,0.1061654993296253,0.990277785877402,0.9791125835753112
5638,2023,9,150133,1.0,0.2911298996508309,0.8520225396441351,0.4391865658742183,0.0481100309609554,0.0140170387646961,0.0210688459268004,0.9785268391973756,0.1079833087737536,0.9676103056523648,0.9882195200624266
5651,2023,10,150103,2.0,-0.0678838879744577,0.7647609755280651,0.4787083616264166,0.0680597129834934,0.0101210639047044,0.0171129683324805,0.981806547466404,0.1443471644039883,0.9627575307437496,0.9809676644741688
5658,2023,10,150107,5.0,-1.1449252508503236,0.7459331560232629,0.4787083616264166,0.0752868625277161,0.0170309206229012,0.0312354312354312,0.9784140792575576,0.1357305017522737,0.9863093041071948,0.98529870990535
5661,2023,10,150110,9.0,-0.0678838879744577,0.65,0.45,0.15,0.0,0.0,1.0,0.1462727166982387,0.9906248906617564,0.9735031472803916
5665,2023,10,150114,1.0,0.11162300583818661,0.8050673551574622,0.4787083616264166,0.0415340909090909,0.0092098336320679,0.0121212121212121,0.9781138081224714,0.0533858238713479,0.9283154352238836,1.0
5671,2023,10,150117,1.0,-0.0678838879744577,0.882487209759937,0.4787083616264166,0.0608536585365853,0.0112998525539059,0.0,0.9680952507766664,0.073758880063432,0.9967099756741494,0.985405635742674
5687,2023,10,150132,4.0,-0.0678838879744577,0.5106382978723404,0.4680851063829787,0.1555555555555556,0.0888888888888888,0.3333333333333333,1.0,0.1057569507030482,0.9902417365709264,0.979150401357362
5697,2023,10,70106,1.0,-0.247390781787102,0.975609756097561,0.6585365853658537,0.1219512195121951,0.073170731707317,0.073170731707317,0.926829268292683,0.0607603234368736,0.987330154904294,0.986416562781256
5700,2023,11,150102,2.0,-0.29392960610889873,0.8389344293035731,0.6660550689491045,0.0068315563904406,0.0059867075949232,0.0086076650072628,0.89484078197588,0.0269643790353849,0.9581296629791614,0.9643326758711374
5701,2023,11,150103,6.0,-0.08854784471965794,0.6985733856014475,0.5222813922435012,0.0780536392405782,0.0197003619553086,0.0423408527448161,0.9846492744247785,0.1442614202346297,0.9630271522057704,0.9809384262757784
5706,2023,11,150106,1.0,-0.46376609486766296,0.5,0.6839882235221675,0.069176012630662,0.0111607142857142,0.0334821428571428,1.0,0.1432139231927594,0.9716424644928908,0.9595619262533784
5708,2023,11,150107,5.0,-1.0488256006273926,0.7579017832521361,0.473367109090034,0.0659758204600416,0.0178574832152616,0.0323333473493247,0.9750416219080597,0.1353668995369008,0.9862614520045988,0.9852620217443302
5711,2023,11,150110,12.0,-0.021345063652661613,0.518735079887218,0.4191847605519481,0.1785530133928571,0.0,0.0,1.0,0.1455828849956704,0.9906139930619068,0.9736273018743492
5713,2023,11,150112,3.0,-0.031122127585811926,0.9875537145531748,0.0384337510046294,0.0076037407380714,0.0022327132138173,0.0002505795737956,0.8524224813882875,0.1462256976321501,0.9885237312456986,0.9891570394545578
5715,2023,11,150114,1.0,0.040303768565822774,0.8128196180922197,0.4748113837241725,0.0426819896992888,0.0094511349995434,0.0129113783943329,0.9777365303919516,0.0528913886902052,0.9267699528565232,1.0
5721,2023,11,150117,1.0,0.006457350877243685,0.8824285103529835,0.4780204440504123,0.0513452743902438,0.0095342505923581,0.0,0.9597828772943984,0.0730534373075008,0.9959631380183628,0.985407188096346
5722,2023,11,150118,2.0,-0.9557479519837991,0.9014521064811531,0.616406735869764,0.0113338466916838,0.0079287865414884,0.4067821383162293,0.5688532848687188,0.1502833587056079,0.9832911510259836,0.9866247534516766
5730,2023,11,150125,1.0,-0.0888519297018603,1.0,0.6848958333333334,0.0,0.0,0.0,1.0,0.1169560646694226,1.0,0.9763855468022252
5733,2023,11,150128,2.0,0.17217738343064037,0.9128932458893656,0.4485530372651461,0.0532331009633271,0.008820973474158,0.0,0.9453231775438286,0.1716327158613807,0.969631461560036,0.986599514139894
5737,2023,11,150132,24.0,-0.0678838879744577,0.5231806092843326,0.4624959835320858,0.1627777777777778,0.1349863215488215,0.3451704545454545,1.0,0.1053510876824209,0.9902009021314782,0.979192831851998
5738,2023,11,150133,2.0,0.018545357194593177,0.8620926379251742,0.4685250829670843,0.0386645213177256,0.010487311720597,0.0135201446280991,0.9786680866086102,0.1075562971340247,0.9676616331563272,0.9882645633678137
5740,2023,11,150135,5.0,0.06448657221530818,0.2085638832997987,0.5655601958525345,0.1265625,0.0,0.0,1.0,0.0921503863057009,0.9753877558267224,0.9892138587162664
5745,2023,11,150140,1.0,0.2445910753290342,1.0,0.6348690793409736,0.0,0.0,0.0,1.0,0.0369665754954254,0.8347124825561331,0.973167507000486
5747,2023,11,70106,2.0,-0.06848149727553941,0.98566045246177,0.6498533736625585,0.0990159171472628,0.0617378048780487,0.081368786467482,0.9382621951219512,0.0608999344812451,0.987315419214526,0.9862636390586031
5751,2023,12,150103,17.0,-0.14910222231211043,0.6267335736223006,0.6181420596010871,0.1009433021585237,0.0407748176666379,0.0978421984519545,0.990903273733202,0.1441623228154372,0.9632946322422714,0.980909653827877
5755,2023,12,70101,1.0,0.6769954916004849,0.926969696969697,0.408085348808945,0.0967825532620844,0.010204081632653,0.0,0.99,0.1113848115841787,0.9869019983086352,0.9834166883725765
5756,2023,12,150106,1.0,-0.16156593693391866,0.5,0.6744150246305419,0.0869991289198606,0.0357142857142857,0.1071428571428571,1.0,0.1422555064512173,0.9716461911620236,0.9598729275012224
5758,2023,12,150107,1.0,-0.8330546878626992,0.784394521342098,0.4604389252634867,0.0566355181042083,0.0196759209184547,0.0349988617838923,0.9675018711176084,0.134968593109341,0.9862080883239912,0.9852256398627174
5759,2023,12,150108,1.0,-0.021345063652660975,1.0,0.4832535885167464,0.0,0.0,0.0,1.0,0.2015537687910152,0.9906990298897264,0.9838129445263314
5761,2023,12,150110,38.0,0.06508418151639053,0.3501851503759398,0.3632832792207792,0.2243883928571428,0.0,0.0,1.0,0.1448283897880867,0.9906006827093232,0.973764460134086
5763,2023,12,150112,1.0,0.08542047449734341,0.9601718865701594,0.1269553166282829,0.0250849289193345,0.0071446822842154,0.0009387749673512,0.8945557765878647,0.1453641128343916,0.988420179732602,0.9890459576089172
5765,2023,12,150114,1.0,-0.17607154451473753,0.8322104810918853,0.4638653917454836,0.0452073670377241,0.0099819980079895,0.0146497441951987,0.976906519384808,0.0523494758622611,0.9251271945761464,1.0
5769,2023,12,150101,1.0,0.1472314041086172,1.0,0.3541666666666667,0.1666666666666666,0.0,0.0,0.96875,0.1589039866762154,0.998531618511617,0.9860030797995918
5772,2023,12,150118,7.0,-0.567118548881004,0.8417895978825475,0.5582158404975306,0.0397429498854939,0.0253721169327629,0.2863182272273182,0.7220937468479884,0.1497669664196267,0.9831886546609532,0.9867326183431954
5780,2023,12,150125,3.0,0.229248605772398,1.0,0.5416666666666666,0.0,0.0,0.0,1.0,0.117019367269097,1.0,0.9766255745301056
5783,2023,12,150128,1.0,-0.02655597448405848,0.9483811827492536,0.3822113236703511,0.0294912609696191,0.0046943734270053,0.0,0.9084386811945556,0.1703017151845469,0.969523123237584,0.9866261247744156
5787,2023,12,150132,60.0,-0.06788388797445706,0.5507736943907157,0.458227678463079,0.1714590347923681,0.2126646090534979,0.3712121212121212,1.0,0.1049479666063486,0.9901551679064012,0.9792399095288448
5788,2023,12,150133,6.0,-0.15431313314350856,0.8659582804788553,0.446121869916553,0.0376572479905456,0.0110412491642408,0.0165977961432506,0.9781993596407448,0.1073459705656816,0.9676933217920576,0.98828647653308
5790,2023,12,150135,9.0,0.3564187157940894,0.3617259110216856,0.5498271889400922,0.0749999999999999,0.0,0.0,1.0,0.0915291091128363,0.9752774992174236,0.9892308251641184
5797,2023,12,70106,9.0,0.30987989147229267,0.993351296497183,0.6418865363507638,0.0629977241686764,0.0365853658536585,0.1002982864557837,0.9634146341463414,0.0610543031144729,0.9872992787623625,0.9861062080904416
5798,2023,12,150142,1.0,-0.3324844184565313,0.8644456864863055,0.5392532731618368,0.0154399824830935,0.0027656669206165,0.0035596736464526,0.9529910197149468,0.0993136727469365,0.9905381763879464,0.9713929767442804
5799,2023,12,150143,2.0,-0.2526016926184995,0.8358311597199615,0.4576107970134858,0.0200912554157527,0.0037953442443433,0.0117994172431625,0.9929442866391216,0.101113008645574,0.9817325860879328,0.9833887070334152
5800,2023,13,150102,5.0,-0.42689767559974634,0.7800400718155309,0.498226776196181,0.0476524951116153,0.0323282210125853,0.0538262417750353,0.9488620797159278,0.025028518125165,0.958837149472601,0.964935349550734
5801,2023,13,150103,25.0,-0.247390781787102,0.5690808550776562,0.7140027269586731,0.1260905279573663,0.0618492733779672,0.153343544159093,0.9971572730416256,0.1440490471623828,0.9635597870518884,0.9808813578397472
5805,2023,13,70101,1.0,1.1886643687140526,0.9496780303030304,0.3882024603488089,0.0900872790589703,0.017219387755102,0.0,0.983125,0.111400561427801,0.9868535725004532,0.9832824022059342
5806,2023,13,150106,3.0,0.11162300583818661,0.5,0.660223599137931,0.1126619664634146,0.0602678571428571,0.1808035714285714,1.0,0.141212364514019,0.971650660913219,0.960211213770142
5808,2023,13,150107,5.0,-0.6064045694123906,0.8112916548981626,0.4445671708206756,0.0494382907855002,0.0214943586216478,0.0382896236784648,0.9596612587732688,0.1345362629819608,0.9861491226060706,0.9851895911037766
5810,2023,13,150109,1.0,-2.7604872951641224,0.965195888620194,0.4970150798716791,0.1264752063866012,0.0009995583804316,0.1278822803213046,0.1514412059126898,0.170403983168142,1.0,1.0
5811,2023,13,150110,37.0,0.11162300583818661,0.2047569313909774,0.3096687297077922,0.2669581473214285,0.0,0.0,1.0,0.1440107466956531,0.990584718328732,0.973914609622764
5813,2023,13,150112,3.0,0.2911298996508309,0.932790058587144,0.2253951657856085,0.0444485134943626,0.0120566513546134,0.0019692711889195,0.9370319954841384,0.1444989214078748,0.9883064164560196,0.98892457902106
5815,2023,13,150114,3.0,-0.247390781787102,0.8574410554495485,0.446987798282415,0.0477327443761595,0.0105128610164355,0.0163881099960645,0.9760765083776646,0.0517609562410914,0.923389265597568,1.0
5818,2023,13,150115,1.0,-0.0678838879744577,0.9869791666666669,0.2057291666666667,0.0190625,0.0,0.0,1.0,0.155525888073205,1.0,1.0
5821,2023,13,150117,1.0,0.47063679346347526,0.8823613473290416,0.4735995615237914,0.0095083841463414,0.0017656019615478,0.0,0.9440137586334024,0.0716557122827439,0.9942586205090176,0.985411358256763
5822,2023,13,150118,6.0,-0.247390781787102,0.7821270892839417,0.5000249451252972,0.0768386542595682,0.0428154473240373,0.1658543161384071,0.879742296997479,0.1492035125545329,0.9830874597353034,0.9868507560815254
5830,2023,13,150125,4.0,0.47063679346347526,1.0,0.3984375,0.0,0.0,0.0,1.0,0.1170894192741025,1.0,0.9768863112199936
5833,2023,13,150128,5.0,-0.0678838879744577,0.9838691196091416,0.3158696100755561,0.0088308414888843,0.0013670785497073,0.0,0.8729929557908207,0.1688506167764933,0.9694045803902348,0.986652143216191
5835,2023,13,150130,2.0,-0.247390781787102,0.9554599776526456,0.3131826745597553,0.0331435731532794,0.0101091783162554,0.0019692711889195,0.991407792135668,0.0,0.9303792854088712,1.0
5837,2023,13,150132,72.0,-0.0678838879744577,0.5783667794970986,0.455503174394641,0.1787542087542087,0.2857782687991021,0.3972537878787879,1.0,0.1045476438134365,0.9901044192430398,0.9792916688575284
5838,2023,13,150133,27.0,-0.247390781787102,0.8688283191206213,0.4237186568660218,0.0366610229006221,0.0115951866078845,0.0196754476584022,0.9777306326728796,0.1071379456602824,0.9677293287594146,0.988307976480186
5840,2023,13,150135,14.0,0.6501436872761196,0.5364059356136819,0.5270377304147466,0.0234375,0.0,0.0,1.0,0.0908985257368086,0.9751653040258652,0.9892492500195864
5847,2023,13,70106,14.0,0.6501436872761196,0.9982689313083948,0.6360612814304029,0.0297563527716793,0.0114329268292682,0.1214622352339318,0.9885670731707316,0.0612234410967528,0.9872817614497492,0.9859443450918356
5850,2023,14,150102,13.0,-0.247390781787102,0.767416571609091,0.4613839400036582,0.0724208691741159,0.0383149286075086,0.0746753246753246,0.9606864308963315,0.024074074074074,0.9592391304347826,0.9652777777777776
5851,2023,14,150103,31.0,-0.6064045694123906,0.5454545454545454,0.7575757575757576,0.1428571428571428,0.0714285714285714,0.1785714285714286,1.0,0.1439207682914385,0.9638224328332574,0.9808535490206718
5856,2023,14,150106,17.0,-0.0678838879744577,0.5,0.6428571428571429,0.1428571428571428,0.0714285714285714,0.2142857142857143,1.0,0.1400856377489072,0.971655941299392,0.960576378841465
5858,2023,14,150107,12.0,-0.7859114632250349,0.8244734685253436,0.4303952064355014,0.046556473829201,0.0223209212140083,0.041263282172373,0.9553862167621044,0.1340705896671267,0.986084464391536,0.9851539023107732
5860,2023,14,150109,2.0,-2.401473507538834,1.0,0.5,0.1428571428571428,0.0,0.1428571428571428,0.0,0.1726323341836734,1.0,1.0
5861,2023,14,150110,38.0,0.6501436872761196,0.1428571428571428,0.2857142857142857,0.2857142857142857,0.0,0.0,1.0,0.1431314713385354,0.9905658586448598,0.974077737903546
5863,2023,14,150112,5.0,1.0091574749014083,0.9203437731403188,0.2935837673912542,0.0576994434137291,0.0142893645684308,0.0032467532467532,0.9571499146291804,0.1436301415606466,0.9881823805540156,0.9887929528520754
5865,2023,14,150114,5.0,0.2911298996508309,0.882712452458299,0.4252960159270319,0.0488806431663574,0.010754162383911,0.0171782762691853,0.9756992306471448,0.0511267006802721,0.9215582711356026,1.0
5868,2023,14,150115,1.0,1.0091574749014083,1.0,0.1666666666666667,0.0,0.0,0.0,1.0,0.1583995047211954,1.0,1.0
5870,2023,14,150116,1.0,1.1886643687140526,0.9384751673796554,0.2252943722943723,0.0620037105751391,0.0123379988094358,0.0032467532467532,0.9882423454218614,0.0,1.0,1.0
5871,2023,14,150117,1.0,1.0091574749014083,0.8823529411764706,0.4705882352941176,0.0,0.0,0.0,0.9411764705882352,0.0709635778069235,0.9933039282289002,0.9854140448024163
5872,2023,14,150118,11.0,-0.9654183570376793,0.7550077671936664,0.4735745381379183,0.1142323044920446,0.0507442338655258,0.1110979929161747,0.9618198463768602,0.148593365823674,0.9829876239483172,0.9869791666666669
5875,2023,14,70107,8.0,0.6501436872761196,0.9098331901238548,0.3010473751600512,0.0300410412098723,0.020908228283014,0.0082054309327036,0.9552067292076452,0.1672500324844075,0.9847384386446888,0.9980218349358974
5876,2023,14,150122,1.0,1.1886643687140526,0.9329529255123784,0.2453993965412961,0.0304885590599876,0.0140868923304051,0.0032467532467532,0.9782985143467324,0.0,0.9916294642857144,1.0
5880,2023,14,150125,6.0,0.6501436872761196,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.1171663460903447,1.0,0.9771673825576336
5883,2023,14,150128,9.0,0.8296505810887639,1.0,0.2857142857142857,0.0,0.0,0.0,0.8571428571428571,0.1672805804355461,0.969275852755188,0.986677567043996
5887,2023,14,150132,121.0,-0.0678838879744577,0.5909090909090909,0.4545454545454545,0.1818181818181818,0.3181818181818182,0.4090909090909091,1.0,0.1041501756422898,0.9900485414887376,0.9793481443076753
5888,2023,14,150133,57.0,0.8296505810887639,0.8699518632465304,0.4135353782066894,0.034904143475572,0.0118469763549953,0.0210743801652892,0.9775175749602136,0.1069323590392744,0.9677698803652444,0.9883290575392252
5890,2023,14,150135,8.0,1.1886643687140526,0.6666666666666666,0.5,0.0,0.0,0.0,1.0,0.0902587508649079,0.9750511963754098,0.9892691058820976
5894,2023,14,150139,1.0,0.2911298996508309,0.8982496276694277,0.3587418847879042,0.0314668015966717,0.0190245748282913,0.013164108618654,0.9501285854574612,0.1921931715063521,0.9969308035714286,0.9994612068965516
5895,2023,14,150140,1.0,0.47063679346347526,1.0,0.4285714285714285,0.0,0.0,0.0,1.0,0.035367309481145,0.835731456043956,0.9733096230996622
5897,2023,14,70106,26.0,1.0091574749014083,1.0,0.6338028169014085,0.0151515151515151,0.0,0.1363636363636364,1.0,0.0614073601882806,0.9872628951786332,0.9857781252778504
5899,2023,14,150143,6.0,0.6501436872761196,0.8699549296737399,0.4152215940269717,0.0628638893573958,0.0133419616033205,0.0400826446280991,0.9786283548212086,0.0996626639356222,0.9814031601710824,0.9832614656489412
5900,2023,15,150102,14.0,-1.1449252508503236,0.7717484092721227,0.4609776721028525,0.1078850382729963,0.0342236946740543,0.089918164143768,0.9658345179044302,0.0231293702036634,0.9596732698739388,0.9656476002629848
5901,2023,15,150103,78.0,-1.3244321446629679,0.6164772727272727,0.7484035182842339,0.1516568974343996,0.0602678571428571,0.1506696428571429,1.0,0.143776661218576,0.9640823857850142,0.980826238079934
5905,2023,15,70101,1.0,0.11162300583818661,0.9538492063492064,0.3900694444444444,0.067142268344827,0.017219387755102,0.0026483050847457,0.983125,0.111440868332386,0.9867390389326796,0.9829793980517978
5906,2023,15,150106,72.0,-1.1449252508503236,0.5558035714285714,0.5989839901477834,0.2051393728222995,0.0602678571428571,0.1808035714285714,1.0,0.1388764665236249,0.9716620998734572,0.9609680164965192
5908,2023,15,150107,19.0,-1.5039390384756122,0.8256123249677485,0.4199301852043767,0.0581445102018455,0.0202440042536361,0.0434095567061276,0.954289305389245,0.1335722536772051,0.986014023221086,0.9851186003269732
5911,2023,15,150110,96.0,-0.42689767559974634,0.2015542328042327,0.2989417989417989,0.2650743257427206,0.0,0.0289351851851851,0.994212962962963,0.1421920793368991,0.9905438623824332,0.9742538325395952
5913,2023,15,150112,14.0,-0.42689767559974634,0.9211922643397225,0.3320865074605325,0.0651188330334856,0.0130895120414547,0.0056106391485267,0.958155570464829,0.1427577915007538,0.9880480111646528,0.988651128263052
5914,2023,15,150113,3.0,-0.247390781787102,0.9348289889761991,0.2750580877081393,0.0680466658331834,0.0127269130411238,0.0056259746552469,0.977787796428006,0.0,0.9604119253527538,1.0
5915,2023,15,150114,9.0,-1.3244321446629679,0.9141779823171844,0.345497410098579,0.0412430426716141,0.0090738245114249,0.0144941706021251,0.9794962258585284,0.0504475800333788,0.9196363164050648,1.0
5918,2023,15,150115,1.0,-0.6064045694123906,0.9901427572750428,0.1980175923573438,0.0069912869092883,0.0005510893048059,0.0020232046288224,0.9975581668840776,0.1613828144349919,1.0,1.0
5919,2023,15,150101,1.0,-0.247390781787102,0.9925595238095238,0.3407738095238095,0.3059210526315789,0.0,0.0,1.0,0.1587055483802258,0.9976534379103688,0.9852687786235068
5920,2023,15,150116,3.0,-0.247390781787102,0.9480884224765842,0.1766925518189197,0.0523156307977736,0.0104101864954615,0.002739448051948,0.9900794789496956,0.0,1.0,1.0
5921,2023,15,150117,1.0,-0.247390781787102,0.9007352941176472,0.4652144814194495,0.01953125,0.0,0.0,0.9503676470588236,0.0702760272174786,0.9922829386474464,0.9854171781509716
5922,2023,15,150118,20.0,-1.1449252508503236,0.793287803569656,0.4842139332205352,0.1615012762374238,0.0428154473240374,0.1391521736592015,0.9777036937634728,0.1479368949403975,0.982889204999278,0.9871178500986194
5923,2023,15,150119,1.0,-1.8629528261009007,1.0,0.043010752688172,0.2456597222222222,0.0,0.0173611111111111,1.0,0.1063696329115081,0.9972508281494968,1.0
5924,2023,15,150120,1.0,-0.0678838879744577,0.9373326586693776,0.2568287668447616,0.0466016881465783,0.0110454111990825,0.0062815751002439,0.986911612174099,0.0618343195266272,0.908023681494948,0.969839553937187
5925,2023,15,70107,11.0,-0.7859114632250349,0.933270436041882,0.3500421329249027,0.0216817158563833,0.0176413176137931,0.0528152010356407,0.9622056777689506,0.1659709404574562,0.9845904484303438,0.9977169661718194
5930,2023,15,150125,34.0,-0.6064045694123906,0.9858612286105334,0.3472695013326096,0.0152703622898254,0.0005678464126155,0.0089568500130249,0.993686716014202,0.1172502731237292,1.0,0.9774684142287692
5933,2023,15,150128,18.0,-0.42689767559974634,0.9891106852848552,0.3028990489171914,0.0096506089995036,0.0010328606868412,0.0032401017631163,0.8710604250208505,0.165592765960032,0.9691369600696432,0.9867023938366064
5935,2023,15,150130,2.0,-0.7859114632250349,0.9443088576243884,0.2742868375157131,0.0465849393280559,0.0113919204540997,0.0067497266780929,0.9865168363863428,0.0,0.9227862456412752,1.0
5937,2023,15,150132,193.0,-0.7859114632250349,0.5767045454545454,0.4909446022727272,0.1773246160232461,0.2831096015611067,0.4026728630232966,1.0,0.1037556184315138,0.9899874199908388,0.9794093703489112
5938,2023,15,150133,103.0,-0.9654183570376793,0.81214688461426,0.4382061896476085,0.0281034981168469,0.0099958862995273,0.0177815082644628,0.9810304538726804,0.1067293473241047,0.967815202916392,0.9883497140402902
5940,2023,15,150135,19.0,-0.247390781787102,0.7551462621885157,0.4420556761786601,0.0260416666666666,0.0,0.0,1.0,0.0896098991844245,0.974935202389418,0.9892903653510788
5945,2023,15,150140,1.0,-0.9654183570376793,0.9821264518314134,0.4004710436411584,0.0185424803256394,0.0010328606868412,0.0039371631607768,0.996795944617927,0.0347851323334653,0.8361406288295229,0.9733664566969394
5947,2023,15,70106,19.0,-0.6064045694123906,0.9609375,0.6373101892605634,0.0169394207195182,0.0302419354838709,0.1452859408621987,0.9965277777777778,0.0616060721492522,0.9872427078509608,0.9856076238635504
5949,2023,15,150143,8.0,-1.5039390384756122,0.7642664073960891,0.4461093489925154,0.1010819401306321,0.0296133389717186,0.0783741326742227,0.967467134831646,0.0988965478417582,0.9812378693702598,0.9831989586981346
5950,2023,16,150102,19.0,-0.247390781787102,0.7812784521307926,0.4606866883772539,0.1548157263256294,0.0252229800204547,0.1038340527467404,0.96983156384771,0.0221949684474339,0.9601395677900696,0.9660448170063556
5951,2023,16,150103,71.0,-0.7859114632250349,0.7727272727272727,0.7255406952226038,0.1592770305236991,0.0357142857142857,0.0892857142857143,1.0,0.1436159009597676,0.9643394621057944,0.9807994357268164
5953,2023,16,70102,4.0,2.445212625402563,0.9375,0.375,0.0,0.0,0.0,1.0,0.0449502521529183,0.945152993322692,0.9742725300463836
5955,2023,16,70101,3.0,2.8042264130278514,0.9403174603174604,0.4122222222222222,0.0473089668122874,0.010204081632653,0.0084745762711864,0.99,0.1114659014591509,0.9866724195870382,0.9828107407917056
5956,2023,16,150106,91.0,-0.247390781787102,0.6785714285714285,0.5264778325123152,0.3013937282229965,0.0357142857142857,0.1071428571428571,1.0,0.137585991205915,0.9716692041883296,0.9613857205166328
5958,2023,16,150107,40.0,-0.42689767559974634,0.8261740162328113,0.410434364326271,0.0836381902216632,0.0154732582514971,0.045317372868786,0.953440580449176,0.1330419355245626,0.9859377086354192,0.9850837119956416
5959,2023,16,150108,2.0,1.5476781563393411,0.9208771086056527,0.4568757532383743,0.0549937503917964,0.0033051541978919,0.0206086189692375,0.9858863467935086,0.1948894447216681,0.9902882936803092,0.9837484195466224
5960,2023,16,150109,3.0,-1.6834459322882565,0.9118506314057478,0.4519829044851686,0.1412825769404273,0.0023820653974882,0.1183958683263014,0.4747960752058859,0.1770563792056421,1.0,1.0
5961,2023,16,150110,154.0,1.0091574749014083,0.3306878306878307,0.3280423280423279,0.2192105476596008,0.0,0.0925925925925926,0.9814814814814816,0.14119408631091,0.9905184882661786,0.9744428810940738
5962,2023,16,150111,2.0,-0.42689767559974634,0.9607413971479676,0.4316368351088543,0.0143252494656152,0.0055330224399106,0.0035714285714285,0.976294690129646,0.2495272112011628,0.972505399132666,0.9723889090394732
5963,2023,16,150112,47.0,1.1886643687140526,0.9230589449784102,0.365645725261695,0.0716530289493718,0.0104498364821073,0.0096387371758645,0.9586937647257434,0.1418818894362432,0.9879032474259952,0.9884991544150792
5965,2023,16,150114,2.0,-0.247390781787102,0.9530356489451448,0.2007848049947566,0.0244403215831787,0.0053770811919555,0.0085891381345926,0.9878496153235724,0.0497244651539875,0.9176255066207688,1.0
5968,2023,16,150115,2.0,0.11162300583818661,0.9684568232801368,0.2669896288768334,0.0223721181097227,0.0020204305124645,0.0071232666171887,0.9920777112983576,0.1644735198652027,1.0,1.0
5969,2023,16,150101,4.0,0.8296505810887639,0.976190476190476,0.3571428571428571,0.2456140350877193,0.0,0.0,1.0,0.1586169322692779,0.9973184771473108,0.9850225052132164
5970,2023,16,150116,3.0,0.8296505810887639,0.9692375836898276,0.1007364529876689,0.0310018552875695,0.0061689994047179,0.0016233766233766,0.9941211727109308,0.0,1.0,1.0
5971,2023,16,150117,17.0,1.7271850501519854,0.9411764705882352,0.4571774539290893,0.0625,0.0,0.0,0.9705882352941176,0.069593134410912,0.9911971455513768,0.9854207926718824
5972,2023,16,150118,63.0,-0.6064045694123906,0.8775038835968332,0.5076206024022926,0.2203226879398841,0.0253721169327629,0.204428753265676,0.9897260995288718,0.1472344686180509,0.9827922605874678,0.9872668063773834
5973,2023,16,150119,7.0,-0.0678838879744577,1.0,0.1424731182795698,0.2361111111111111,0.0,0.0555555555555555,1.0,0.1056863850979406,0.996866287835685,1.0
5975,2023,16,70107,11.0,1.9066919439646297,0.9632265345062646,0.4586961146029842,0.0117623760143171,0.010454114141507,0.1469361318735564,0.9776033646038224,0.1646119681339939,0.9844332517306318,0.9973919924131682
5976,2023,16,150122,1.0,1.0091574749014083,0.97244387944891,0.3726996982706481,0.014012811370683,0.0070434461652025,0.0016233766233766,0.9913326356557112,0.0,0.988817695802718,1.0
5977,2023,16,150123,5.0,-0.42689767559974634,0.794046947139336,0.4163189687211254,0.160071165932028,0.0260019796615945,0.0977244629956188,0.968435458674979,0.0789783989703952,1.0,1.0
5980,2023,16,150125,79.0,1.7271850501519854,0.94813599646638,0.3780924765623145,0.0499363708837719,0.0021749704366928,0.0322272839374104,0.9797974912454468,0.1173413257801616,1.0,0.977789031919144
5983,2023,16,150128,44.0,0.2911298996508309,0.9651541929115364,0.3407055279635839,0.0308819487984116,0.0033051541978919,0.0103683256419724,0.9029046907353072,0.1637883331482772,0.9689879220707996,0.9867266211727974
5984,2023,16,150129,1.0,-0.6064045694123906,0.787211822131791,0.3716396861877962,0.0975882965712287,0.0121836618469629,0.053242780425713,0.971762325220446,0.010655902137139,0.9976381793111893,0.9987642682089788
5985,2023,16,150130,2.0,0.11162300583818661,0.9430552482008556,0.3055674989759571,0.0502256354387392,0.0099621289213107,0.0126763039213744,0.9846236303541008,0.0,0.9186094816179876,1.0
5987,2023,16,150132,331.0,-0.247390781787102,0.5454545454545454,0.5710227272727273,0.1657949356579493,0.2036963112336584,0.3856629882641443,1.0,0.1033640285197135,0.9899209400966872,0.9794753814508624
5988,2023,16,150133,120.0,0.6501436872761196,0.6849759316232653,0.4924819748176305,0.016254851346082,0.0059234881774976,0.0105371900826446,0.9887587874801068,0.1065290471362207,0.9678655227197034,0.9883699403134748
5990,2023,16,150135,42.0,2.2657057315899185,0.837907788612014,0.351271712158809,0.0833333333333333,0.0,0.0,1.0,0.0889520853826485,0.974817348191252,0.989313001025958
5991,2023,16,150136,1.0,2.086198837777274,1.0,0.2,0.0499999999999999,0.0,0.0,0.95,0.032754276732858,0.9019597849795886,0.976517504985215
5992,2023,16,150137,1.0,-0.42689767559974634,1.0,0.22801873859528,0.0,0.0,0.0,1.0,0.1628044746719132,0.999526975783661,1.0
5994,2023,16,150139,3.0,1.5476781563393411,0.8969994360616454,0.3924649150818132,0.0710769388272642,0.0186339011381745,0.0443063401551203,0.950699078697098,0.1895801559646176,0.9959709415030236,0.9991723137350306
