,Año,Semana,Ubigeo,casos,viento_prom,barrido_calle,separacion_basura,exposicion_basurales,exposicion_precipicios,exposicion_deslizamientos,agua_potable,sanitario_compartido,conserva_agua,purificacion_agua
8391,2024,12,150136,24.0,1.6966023941690904,0.9729001002037686,0.4715096609739466,0.0336626973044899,0.0017533167931221,0.0039935064935064,1.0,0.0858905176984729,0.9614704090942268,0.9899860972694032
8392,2024,12,150137,21.0,0.22392711858383588,0.9485924163197986,0.4986341179518845,0.062067029933035,0.0137266789251424,0.0249979723291754,1.0,0.0853426124608341,0.969021900615164,0.9870672812452638
8394,2024,12,150139,10.0,0.627323491566203,0.8511074138694323,0.549131871232136,0.0740816710793586,0.0221228115929236,0.0495141639843918,1.0,0.0749875247648657,0.9649573139363528,0.979480744727292
8395,2024,12,150140,37.0,0.4502330724553969,1.0,0.695636765785832,0.0,0.0357142857142857,0.1071428571428571,1.0,0.072602921581249,0.9600980970371632,0.98661838410085
8396,2024,12,150141,7.0,0.5105272143107294,0.9646164025044054,0.4930903025486932,0.0601298411111658,0.010877990875347,0.0184334242346046,1.0,0.0796064707235324,0.9626853468816672,0.9904390819505242
8397,2024,12,70106,269.0,1.7131694968813285,0.951923076923077,0.6891025641025641,0.1282051282051282,0.0897435897435898,0.1858974358974359,1.0,0.0753914864859263,0.9727213423954336,0.9790169817726962
8398,2024,12,150142,87.0,0.29838270344123974,0.5185890368959399,0.3928036289521638,0.0907943009008936,0.0128205128205128,0.0384615384615384,1.0,0.0823600464254464,0.9544821596840668,0.988015341897398
8399,2024,12,150143,369.0,0.13110970567736244,0.5000000000000001,0.6439417203657258,0.0952380952380952,0.119047619047619,0.1666666666666666,1.0,0.0723259334308486,0.9713015452788506,0.986897374952058
8400,2024,13,150102,15.0,-0.0678838879744577,0.654733173213262,0.6193906696113072,0.1055245197344425,0.0189890550892801,0.0708511618505601,1.0,0.066901813984456,0.9729345341089626,0.9881610417384544
8401,2024,13,150103,198.0,0.47063679346347526,0.978932917193426,0.5714285714285714,0.0848214285714285,0.0241071428571428,0.1696428571428571,1.0,0.1032844949489298,0.9754276329604952,0.985810138874045
8402,2024,13,150104,2.0,0.2911298996508309,0.9434516995553024,0.5524165033856434,0.0630655045392545,0.0065023797203484,0.0224531817165366,1.0,0.0735118170031851,0.96234462493929,0.9889072827611368
8403,2024,13,70102,5.0,1.5476781563393411,1.0,0.5784684065934067,0.0,0.0,0.0,1.0,0.0958662631734565,0.9587962551249852,0.9778921866530476
8404,2024,13,150105,23.0,0.8296505810887639,0.9433644045179566,0.5635708988127555,0.0718763739952643,0.006496412459851,0.0189523788676068,1.0,0.0832689499358538,0.9631656913769276,0.9840041352435502
8405,2024,13,70101,61.0,1.9066919439646297,0.9898481734538328,0.4253206073113208,0.1092267552182163,0.003063725490196,0.0136088709677419,0.990625,0.0948852730341533,0.9697901647339836,0.9800750005451756
8406,2024,13,150106,299.0,-0.0678838879744577,0.782880324269708,0.5813147879842667,0.0864101230052918,0.0316330358269253,0.0970217266240172,1.0,0.0657112773070152,0.9726497657168346,0.9883273061943216
8407,2024,13,70103,3.0,1.3681712625266969,1.0,0.635267857142857,0.0260416666666666,0.0,0.0,1.0,0.0902770273134013,0.9594361580616196,0.9850960839255836
8408,2024,13,150107,89.0,-0.0678838879744577,0.8599182937527807,0.5748201206504611,0.0684553699578738,0.0078724962012913,0.0432289148182134,1.0,0.0813635322286269,0.9668012040122436,0.9848302705621712
8409,2024,13,150108,60.0,0.11162300583818661,0.9725,0.8351249999999999,0.0,0.0,0.0,1.0,0.081941034706493,0.9652325715452924,0.9899071217209372
8410,2024,13,150109,23.0,-2.0424597199135452,0.8059577618061468,0.5754134869564741,0.0627265069833531,0.0235122102682279,0.0868503614263686,1.0,0.0851766257568753,0.9732766795786774,0.9930517179358684
8411,2024,13,150110,766.0,0.47063679346347526,0.5021453532238209,0.4501860662534054,0.1377016129032257,0.0,0.0201612903225806,1.0,0.074158882300488,0.9618550988967076,0.9822454938837574
8412,2024,13,150111,103.0,0.2911298996508309,0.9949596774193548,0.7727334807492197,0.0067637877211238,0.0,0.0,1.0,0.0994793322136448,0.9726688863666632,0.9874000922518652
8413,2024,13,150112,397.0,0.8296505810887639,0.9893717895288408,0.4910452975032957,0.1790660335695933,0.0027903961365057,0.0894092945301971,1.0,0.0831951088116672,0.9619575996622668,0.9829351024563008
8414,2024,13,150113,20.0,0.8296505810887639,0.9576042770069094,0.5529847624448477,0.0665679288970263,0.006552793524334,0.0190672974154276,1.0,0.0789763920123746,0.959090546721716,0.9902306556038878
8415,2024,13,150114,35.0,0.2911298996508309,0.9109124575019728,0.5542088071745954,0.0504077719086707,0.0024387529950295,0.0165329580618758,1.0,0.0793340659418455,0.962492662089587,0.9896481890527012
8416,2024,13,70104,2.0,1.7271850501519854,0.9452786368622984,0.5236253686702657,0.0787558403222127,0.002911113447035,0.0283311950146627,1.0,0.0814216445206821,0.9628080357987098,0.9799982204537928
8417,2024,13,70105,1.0,1.9066919439646297,0.9223703917387674,0.5530914147818277,0.0730628515882339,0.017436904724259,0.0491419827308464,1.0,0.0866645777857706,0.960735093882846,0.978533703616691
8418,2024,13,150115,31.0,0.47063679346347526,1.0,0.3635416666666666,0.1600825471698113,0.0,0.0,1.0,0.0855436128152418,0.9630958887063024,0.987825656575746
8419,2024,13,150101,111.0,0.8296505810887639,0.9805679199832428,0.3464928598565966,0.0535573662227694,0.0022450955029994,0.0050342945301971,1.0,0.0742888845106163,0.9655221177257856,0.9843944705460288
8420,2024,13,150116,18.0,0.8296505810887639,0.946958017304468,0.5521453769426419,0.0712186706391869,0.0058222584056653,0.0233072967296106,1.0,0.0742413263807246,0.9601231778888264,0.9891718104719064
8421,2024,13,150117,137.0,1.3681712625266969,0.90234375,0.5913193347029077,0.0,0.0,0.0,1.0,0.0964113854546123,0.9652353852019356,0.9869987705183336
8422,2024,13,150118,199.0,-0.0678838879744577,0.8926895036385749,0.55682381166581,0.0948789493312554,0.0209733899093264,0.1485848064458728,1.0,0.0830050420489184,0.9731679585881488,0.988800160193139
8423,2024,13,150119,55.0,-0.6064045694123906,0.9746583054042732,0.2257711012856681,0.008594659918942,0.0070900313008705,0.0169213639909738,1.0,0.0673910376475829,0.9544032159854464,0.988363030225582
8424,2024,13,150120,11.0,1.0091574749014083,0.9523942020209124,0.5546548533607719,0.068870711252651,0.0058222584056653,0.0190064778509492,1.0,0.0767964547573452,0.9554495792266536,0.989432031465884
8425,2024,13,70107,23.0,0.8296505810887639,1.0,0.8622520248811653,0.10546875,0.0,0.1272182892861968,1.0,0.0827742147288718,0.9628733785568644,0.9788830997996524
8426,2024,13,150122,4.0,0.47063679346347526,0.9595097787294689,0.5235765932975754,0.0556976660975418,0.003288470465017,0.0048214285714285,1.0,0.0749200852083201,0.9540696869638192,0.9914765356659384
8427,2024,13,150123,82.0,-0.42689767559974634,0.8466788972119242,0.5669793710753532,0.0508684163115738,0.0409829029145703,0.0912407098949437,1.0,0.0713141660447235,0.9730188903974664,0.9918231496498616
8428,2024,13,150124,69.0,-0.247390781787102,0.805129355221596,0.56918868674896,0.0554914413613822,0.0115859097314604,0.0416897814885055,1.0,0.0756675463001106,0.971970391692286,0.9895327350051446
8429,2024,13,150121,19.0,1.0091574749014083,0.959629960990444,0.5539869876751757,0.0665679288970263,0.0058698670470239,0.0170705449838881,1.0,0.0888708969674418,0.9624115571475929,0.9895087157304352
8430,2024,13,150125,206.0,1.0091574749014083,0.7965277777777778,0.7816412598320632,0.1471688034188034,0.0150462962962963,0.0,1.0,0.0800011679499784,0.9706756800008328,0.984497604762689
8433,2024,13,150128,114.0,0.47063679346347526,0.9510253323169322,0.543307206790438,0.0713352810414516,0.0064259767740454,0.0093395037177398,1.0,0.0817208962238552,0.967710348587102,0.9855948572872414
8434,2024,13,150129,4.0,-0.7859114632250349,0.7929487096905802,0.5758429200598811,0.0586289628378107,0.0127620586497432,0.0400641383777204,1.0,0.0748750445047049,0.971845233769364,0.9891471349651182
8435,2024,13,150130,18.0,0.2911298996508309,0.953138543539412,0.5238520556890415,0.0594733335451686,0.0064259767740454,0.0126006185573459,1.0,0.0799822536652927,0.9603670150604384,0.9914560482780485
8436,2024,13,150131,8.0,0.6501436872761196,0.9503258832400436,0.5536380634891903,0.0666859714865284,0.0057491182248994,0.0098557231016257,1.0,0.077238449279938,0.9621613670212524,0.9907809276222668
8437,2024,13,150132,581.0,-0.247390781787102,0.7802992089363148,0.6315911910669976,0.1589633051651782,0.1678386417423618,0.2920116515248539,1.0,0.0989772084559475,0.9781034298035908,0.985628283902598
8438,2024,13,150133,233.0,-0.0678838879744577,0.8247163314237032,0.5111757996467818,0.0403780666056509,0.003288470465017,0.0066994819093825,1.0,0.0739933363680871,0.9665847674377424,0.9887864162736604
8439,2024,13,150134,20.0,0.2911298996508309,0.9953880234362928,0.3453230145202405,0.0091777690688319,0.0029111449586303,0.0043621864167975,1.0,0.0815560376139784,0.9601091854264504,0.9844924980160394
8440,2024,13,150135,361.0,1.5476781563393411,0.0625,0.5119305144337527,0.0,0.0,0.0,1.0,0.0910537763168517,0.9706777695476052,0.9851444334693898
8441,2024,13,150136,23.0,1.3681712625266969,0.9542689190938596,0.545672552893535,0.0568058017013268,0.0029587220883936,0.0067390422077922,1.0,0.0868707714472332,0.9603677172768438,0.9906110218632826
8442,2024,13,150137,25.0,0.2911298996508309,0.9473381815987209,0.5541489456991406,0.0632253932635605,0.007379073713839,0.0180162808304105,1.0,0.0844321580749754,0.9675997966631108,0.9862353843882486
8444,2024,13,150139,14.0,0.2911298996508309,0.8548803741563535,0.562315588815484,0.0846306360435571,0.0225254541349816,0.0563862275009156,1.0,0.0749875247648657,0.9639507060642132,0.9790355659779136
8445,2024,13,150140,45.0,0.2911298996508309,1.0,0.758631644312544,0.0,0.0602678571428571,0.1808035714285714,1.0,0.0723785194268263,0.9600980970371632,0.9866539987645248
8446,2024,13,150141,8.0,0.2911298996508309,0.9620097193733136,0.5524165033856434,0.0605064391713858,0.0060788666015228,0.0111471524546645,1.0,0.0784397225236306,0.961791328284751,0.9902418459771946
8447,2024,13,70106,320.0,1.5476781563393411,0.9188701923076924,0.7045272435897436,0.1458333333333334,0.1338141025641026,0.2431891025641026,1.0,0.0744442629555532,0.9736674805040494,0.9801406908642928
8448,2024,13,150142,106.0,-0.0678838879744577,0.5258705992002402,0.4121564864173381,0.0491196197286669,0.0216346153846153,0.0649038461538461,1.0,0.0814417801544206,0.958894120287928,0.9883467742728764
8449,2024,13,150143,476.0,-0.247390781787102,0.8437500000000002,0.6352700332375285,0.0297619047619047,0.0372023809523809,0.0520833333333333,1.0,0.069291759299171,0.9705288677255433,0.9865551876498212
8450,2024,14,150102,26.0,-0.7859114632250349,0.7759800571416439,0.5793829583115297,0.0971016619129607,0.0281723483842752,0.0982623469720243,1.0,0.0735109964162856,0.9724841364461362,0.9874702994958472
8451,2024,14,150103,425.0,-0.247390781787102,0.9642857142857144,0.5714285714285714,0.074074074074074,0.037037037037037,0.1851851851851852,1.0,0.093397069231735,0.9741507933068794,0.9859996704614395
8452,2024,14,150104,11.0,-0.0678838879744577,0.9467938155569864,0.5793829583115297,0.0634262822864483,0.0038974464770572,0.0212023460410557,1.0,0.0735118170031851,0.9621978883039304,0.988471008852318
8453,2024,14,70102,8.0,0.2911298996508309,1.0,0.6428571428571429,0.0,0.0,0.0,1.0,0.0984729120913644,0.9601618853218536,0.9792355650057526
8454,2024,14,150105,32.0,0.2911298996508309,0.9405904863548964,0.5793829583115297,0.0733249602402145,0.0034502085298193,0.0148051948051948,1.0,0.0836299921260094,0.9631812924039056,0.9837546946605376
8455,2024,14,70101,82.0,0.47063679346347526,0.984375,0.40625,0.0967741935483871,0.0,0.0161290322580645,1.0,0.0873006913559664,0.968100726810965,0.9800230622613062
8456,2024,14,150106,446.0,0.11162300583818661,0.7862589044587475,0.5793829583115297,0.0893009769851916,0.0295065697184966,0.1042460884396368,1.0,0.0693373964884338,0.9726497657168346,0.9883273061943216
8457,2024,14,70103,9.0,0.47063679346347526,1.0,0.7,0.0,0.0,0.0,1.0,0.0939265900257254,0.9598179938323445,0.9863037130086216
8458,2024,14,150107,126.0,-0.9654183570376793,0.846739916182465,0.5793829583115297,0.0695454604521839,0.0039167898787536,0.0362550651260328,1.0,0.0805115325544214,0.9663514434205048,0.9847671860032698
8459,2024,14,150108,76.0,-0.0678838879744577,1.0,0.875,0.0,0.0,0.0,1.0,0.0863898161175589,0.9706320898359314,0.989662972151794
8460,2024,14,150109,19.0,-2.7604872951641224,0.7570571263217672,0.5793829583115297,0.0630594655015603,0.0207527850900989,0.0836906582067872,1.0,0.086950254077903,0.9732766795786774,0.9928772112111098
8461,2024,14,150110,853.0,0.2911298996508309,0.5333333333333333,0.4666666666666667,0.1333333333333333,0.0,0.0,1.0,0.0732882556157193,0.9635725350462756,0.9839686426656526
8462,2024,14,150111,128.0,0.11162300583818661,1.0,0.8,0.0,0.0,0.0,1.0,0.0984444707670086,0.9708766114927424,0.9872515836357996
8463,2024,14,150112,553.0,0.2911298996508309,1.0,0.5,0.2,0.0,0.1,1.0,0.0838768799293741,0.9648040085196248,0.9840355549958536
8464,2024,14,150113,32.0,0.11162300583818661,0.9559441588681868,0.5793829583115297,0.0673253946089799,0.0035066335862443,0.0148051948051948,1.0,0.0796969967756634,0.955093700042959,0.989288118246356
8465,2024,14,150114,68.0,-0.247390781787102,0.8828681918052252,0.5793829583115297,0.0597425444843505,0.0039167898787536,0.022944456976715,1.0,0.0778955694968411,0.9630073002805464,0.9893207579209278
8466,2024,14,70104,2.0,0.47063679346347526,0.9351450510960574,0.5793829583115297,0.0757156533563282,0.0034502085298193,0.0335777126099706,1.0,0.0814216445206821,0.959929925802874,0.9801850537795992
8467,2024,14,70105,2.0,0.6950204107292807,0.9134251889489986,0.5793829583115297,0.0757156533563282,0.0172157152777822,0.0516411008346492,1.0,0.0866645777857706,0.9605255563735772,0.9787281895631132
8468,2024,14,150115,39.0,0.2911298996508309,1.0,0.4,0.2222222222222222,0.0,0.0,1.0,0.092481073008052,0.9597149547397,0.9876474453326126
8469,2024,14,150101,142.0,0.2911298996508309,1.0,0.3333333333333333,0.0526315789473684,0.0,0.0,1.0,0.0748129351502025,0.961147409228806,0.9835908513773396
8470,2024,14,150116,25.0,0.11162300583818661,0.9434484910201816,0.5793829583115297,0.0723053205798381,0.0034502085298193,0.0216568914956011,1.0,0.0742413263807246,0.9599764412534668,0.9889223698888936
8471,2024,14,150117,216.0,0.2911298996508309,1.0,0.5714285714285714,0.0,0.0,0.0,1.0,0.0945562618409605,0.966668192183228,0.9866049332979456
8472,2024,14,150118,259.0,-0.7859114632250349,0.830445334651452,0.5793829583115297,0.0893009769851916,0.0350741611684409,0.160501070017199,1.0,0.0775096433419572,0.972539725145132,0.9878737702546988
8473,2024,14,150119,92.0,-1.1449252508503236,1.0,0.1666666666666667,0.0,0.0,0.0,1.0,0.06606012000105,0.951300042177806,0.988363030225582
8474,2024,14,150120,9.0,0.2911298996508309,0.9470059080705636,0.5793829583115297,0.0699146274637244,0.0034502085298193,0.017077922077922,1.0,0.0771574969475008,0.955302842591294,0.9891825908828716
8475,2024,14,70107,25.0,-0.0678838879744577,1.0,0.875,0.125,0.0,0.125,1.0,0.0814944587531909,0.962122855212584,0.9788830997996524
8476,2024,14,150122,20.0,-0.0678838879744577,0.9520115896052964,0.5793829583115297,0.0660120487081977,0.0038974464770572,0.0057142857142857,1.0,0.0752796477814533,0.9540696869638192,0.9903205973871736
8477,2024,14,150123,144.0,-0.9205416335845182,0.7905522135105005,0.5793829583115297,0.0602884934063097,0.0254241812320833,0.0849889895051185,1.0,0.0704967697288835,0.9719302121826792,0.9914314931370848
8478,2024,14,150124,65.0,-0.9654183570376793,0.7881307428255164,0.5793829583115297,0.0537616402193924,0.006864081201395,0.0338335678658259,1.0,0.0797793998184348,0.9721533201608472,0.9896603681767382
8479,2024,14,150121,36.0,0.2911298996508309,0.9558504294767262,0.5793829583115297,0.0673253946089799,0.0035066335862443,0.0148051948051948,1.0,0.0888708969674418,0.958414710468836,0.9892592751474228
8480,2024,14,150125,416.0,0.11162300583818661,0.8,0.7333333333333333,0.1538461538461539,0.0,0.0,1.0,0.0771302925012581,0.9733881079930544,0.984757006889086
8482,2024,14,150127,1.0,-1.5039390384756122,0.7453251512769632,0.5793829583115297,0.0602884934063097,0.0233203591282612,0.0807931853093143,1.0,0.0718181247997958,0.971987780027464,0.990575370354673
8483,2024,14,150128,123.0,0.11162300583818661,0.948796181844482,0.5793829583115297,0.0773647467809914,0.0035066335862443,0.0060075408462505,1.0,0.0810698797340446,0.9632176485392944,0.9853653153061012
8484,2024,14,150129,1.0,-1.3244321446629679,0.7778747446431813,0.5793829583115297,0.0585492374944014,0.0071221564594703,0.0310474352409836,1.0,0.075576853610805,0.972285277524188,0.9891002614119536
8485,2024,14,150130,38.0,-0.0678838879744577,0.9479500073796324,0.5793829583115297,0.0595247096812108,0.0035066335862443,0.0079870129870129,1.0,0.0783830147399412,0.9558383610179444,0.9907626884401928
8486,2024,14,150131,8.0,0.11162300583818661,0.9480743020648208,0.5793829583115297,0.0673253946089799,0.0035066335862443,0.0057142857142857,1.0,0.0752796477814533,0.9552710620235478,0.9907210520403013
8487,2024,14,150132,773.0,-0.247390781787102,0.7692307692307693,0.6410256410256411,0.1794871794871795,0.1538461538461539,0.3076923076923077,1.0,0.0989772084559475,0.977931689144204,0.985628283902598
8488,2024,14,150133,386.0,-0.247390781787102,0.9245315250735956,0.5793829583115297,0.0478554863474381,0.0038974464770572,0.0110425058812155,1.0,0.0757406233426277,0.9640002293083226,0.9882273937502856
8489,2024,14,150134,20.0,0.11162300583818661,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0855338511575622,0.9609882106214436,0.9862480844138248
8490,2024,14,150135,469.0,0.47063679346347526,0.0,0.5714285714285714,0.0,0.0,0.0,1.0,0.0814714987754268,0.9657273771726788,0.9857431695193284
8491,2024,14,150136,29.0,0.11162300583818661,0.9458002004075372,0.5793829583115297,0.0673253946089799,0.0035066335862443,0.0079870129870129,1.0,0.0868707714472332,0.9603677172768438,0.990088567840408
8492,2024,14,150137,39.0,-0.0678838879744577,0.9468908670012642,0.5793829583115297,0.0653257355738146,0.0037151396771034,0.0127861326248423,1.0,0.0834144097716755,0.9675392169967356,0.9863295559667196
8494,2024,14,150139,21.0,-0.247390781787102,0.8596883680552458,0.5793829583115297,0.0894256201181928,0.0226670235154681,0.0595098927356991,1.0,0.0745124426100525,0.963528146620502,0.9787810770013204
8495,2024,14,150140,96.0,-0.0678838879744577,1.0,0.7857142857142857,0.0,0.0714285714285714,0.2142857142857143,1.0,0.0748943073956217,0.959532346187932,0.9862903624008882
8496,2024,14,150141,23.0,-0.0678838879744577,0.9590156730718532,0.5793829583115297,0.060637413437661,0.0038974464770572,0.0079870129870129,1.0,0.0775775851781062,0.9552590673924036,0.990241582913858
8497,2024,14,70106,332.0,0.2911298996508309,0.903846153846154,0.7115384615384616,0.1538461538461539,0.1538461538461539,0.2692307692307692,1.0,0.0706851076859975,0.9741306492381772,0.9801406908642928
8498,2024,14,150142,175.0,-0.42689767559974634,0.5384615384615384,0.4358974358974359,0.0256410256410256,0.0256410256410256,0.0769230769230769,1.0,0.0803181024632761,0.9637919549651772,0.9884899249922984
8499,2024,14,150143,706.0,-0.6064045694123906,1.0,0.625,0.0,0.0,0.0,1.0,0.0706844068826572,0.96642203986708,0.9857507757213988
8500,2024,15,150102,40.0,-0.0678838879744577,0.7597901040076037,0.5558443892653367,0.0885705803809687,0.0392996965567768,0.1217831640378988,1.0,0.0718948782115323,0.9727039698194524,0.987261371727729
8501,2024,15,150103,444.0,-0.247390781787102,0.8908268015170671,0.5788571428571428,0.0812275132275132,0.0561693121693121,0.2132275132275132,1.0,0.100243815328541,0.9698954029583194,0.9841636273657144
8502,2024,15,150104,15.0,-0.6064045694123906,0.9442533593719098,0.5615345097283543,0.0620989452156382,0.0059232808746121,0.0225810249965088,1.0,0.0735118170031851,0.9621978883039304,0.988471008852318
8503,2024,15,70102,9.0,-0.0678838879744577,1.0,0.6337007970570202,0.0,0.0,0.0,1.0,0.0944628287294132,0.9601618853218536,0.9786703796543542
8504,2024,15,150105,25.0,-0.42689767559974634,0.9467690757739872,0.5191271306471307,0.0720014893029313,0.0023243493410667,0.0124077495457533,1.0,0.0853938348590326,0.9594985106206816,0.9824907242282496
8505,2024,15,70101,85.0,-0.0678838879744577,0.976183175709308,0.4149387755102041,0.1005763440860215,0.0,0.0144516129032258,0.9861333333333332,0.0998727492813791,0.9727581835379946,0.978867153531519
8506,2024,15,150106,441.0,-0.247390781787102,0.7193451212521805,0.593412844932845,0.0890539129009611,0.0437712198011062,0.1429331157413484,0.987,0.0711714848005086,0.9748062564600084,0.9866931092573178
8507,2024,15,70103,5.0,-0.247390781787102,0.9938138663537002,0.6679239341783234,0.0060938513746537,0.0024311688311688,0.0031363177031337,1.0,0.0921820668164714,0.96072079714299,0.9855771549189012
8508,2024,15,150107,88.0,-0.9654183570376793,0.824488735905267,0.5741950881195688,0.067891289024048,0.0113432099651294,0.0452526768810639,1.0,0.0790088038843628,0.9658366906895433,0.9848485348471598
8509,2024,15,150108,98.0,-0.7859114632250349,0.9960426607634566,0.831776861205401,0.0099047619047619,0.0,0.0049523809523809,1.0,0.0842647499851799,0.9670789668089028,0.989662972151794
8510,2024,15,150109,20.0,-2.401473507538834,0.7208703219492857,0.570914332854243,0.0616937553721682,0.0305522443584775,0.0959646652511168,1.0,0.0882264456134067,0.9732766795786774,0.9923694406775264
8511,2024,15,150110,842.0,-0.247390781787102,0.6028235809054849,0.4908736026111791,0.1343238095238094,0.0,0.0,1.0,0.0749167396419624,0.9674045593958568,0.9837399300589904
8512,2024,15,150111,176.0,-0.7859114632250349,0.9840549101850298,0.7799871906563016,0.0048221559416596,0.0024311688311688,0.004051948051948,1.0,0.0930469888792989,0.971573632790961,0.9862775292199404
8513,2024,15,150112,595.0,-0.247390781787102,0.9863196241470262,0.4986937006175203,0.1842411293492044,0.0024311688311688,0.0935258874458874,1.0,0.0831951088116672,0.9653727307826392,0.9837528599411588
8514,2024,15,150113,28.0,-0.42689767559974634,0.9605259663458954,0.5753641760995272,0.060323553569646,0.0023649251235355,0.0109935940011252,1.0,0.0790459802858528,0.9545978466739082,0.9896130936198756
8515,2024,15,150114,58.0,-0.6064045694123906,0.8655289153263547,0.5740077171529948,0.0590073666129107,0.0069890021859322,0.0284653352763042,1.0,0.075571484801352,0.9631502722621208,0.9893207579209278
8516,2024,15,70104,6.0,-0.247390781787102,0.9418899657820674,0.5579239964238184,0.0657364224553313,0.0030913868427181,0.0300856304985337,1.0,0.0827014004963629,0.959929925802874,0.9801850537795992
8518,2024,15,150115,38.0,-0.7859114632250349,0.935,0.3988103242269074,0.2758060796645702,0.0,0.0,1.0,0.1239425149083102,0.9581117910141522,0.9856770047912002
8519,2024,15,150101,129.0,-0.42689767559974634,0.9832701238385751,0.3454282239026626,0.0519290353148586,0.0024311688311688,0.0043310822510822,1.0,0.0730507479690352,0.9600994451672428,0.9845628777639672
8520,2024,15,150116,29.0,-0.6064045694123906,0.9413095565003516,0.5629088996399695,0.070122321720795,0.0055225556738869,0.0229882977237815,1.0,0.0731446622277642,0.9561263312100696,0.9889223698888936
8521,2024,15,150117,220.0,-0.0678838879744577,0.9393333333333334,0.5411782553729456,0.0,0.0,0.0,1.0,0.0880743391241689,0.964855624952336,0.9870476869293164
8522,2024,15,150118,286.0,-0.7859114632250349,0.7182591820525704,0.6266636085115499,0.0948708182358745,0.0858060147365547,0.2282906181407299,1.0,0.0810784068645064,0.9723623918796018,0.9872153998780058
8523,2024,15,150119,78.0,-0.7859114632250349,1.0,0.1795828220858896,0.0,0.0,0.0,1.0,0.06606012000105,0.9524108145549904,0.988363030225582
8524,2024,15,150120,16.0,-0.42689767559974634,0.9427678352000598,0.5639259587051068,0.0688764124403657,0.0055225556738869,0.0188855411255411,1.0,0.0767964547573452,0.955302842591294,0.9891825908828716
8525,2024,15,70107,38.0,-0.0678838879744577,0.9922730997221656,0.8317528617248673,0.1180938513746537,0.0024311688311688,0.1154095026348489,1.0,0.0810708267576472,0.9625498961223744,0.9788830997996524
8526,2024,15,150122,16.0,-0.6064045694123906,0.9570023842863457,0.5488414163614164,0.0591467956425451,0.0034921120434433,0.0051199999999999,1.0,0.0752796477814533,0.9540696869638192,0.9904560077596458
8527,2024,15,150123,144.0,-0.7859114632250349,0.7462153859247324,0.5694416811884853,0.0592109643748237,0.0316403261242064,0.0935307406571922,1.0,0.0704967697288835,0.9719302121826792,0.9912569864123264
8528,2024,15,150124,63.0,-0.42689767559974634,0.7726452544931613,0.5712456495199633,0.0512381927453874,0.0139839829902162,0.0418584265913298,1.0,0.0788848195065961,0.9717913291372724,0.9896812430407412
8529,2024,15,150121,33.0,-0.247390781787102,0.950950581169008,0.5637875921497564,0.0658611632658905,0.0055731125244437,0.0168491774891774,1.0,0.0888708969674418,0.958414710468836,0.9892592751474228
8530,2024,15,150125,443.0,-0.0678838879744577,0.7971408714881744,0.6812393669657012,0.1435776231065294,0.0024311688311688,0.002463107821802,1.0,0.0757242993171568,0.9724759891625284,0.9850612981358096
8531,2024,15,150126,2.0,-0.7859114632250349,0.7372364473893853,0.5621272352434584,0.0592109643748237,0.0355204488021653,0.0899513866778383,1.0,0.0736149682712233,0.971987780027464,0.9901098510744888
8532,2024,15,150127,2.0,-0.9654183570376793,0.7249271149964729,0.5707294115799575,0.0592109643748237,0.0303766002204805,0.0899513866778383,1.0,0.073660382581827,0.971987780027464,0.990575370354673
8533,2024,15,150128,194.0,-0.6064045694123906,0.8485159590564519,0.6037383461383518,0.0875160793134489,0.0023718290773577,0.0400494232649071,1.0,0.0766579799538926,0.9641462037361984,0.9839834869708723
8534,2024,15,150129,2.0,-0.7859114632250349,0.7595121530400277,0.5703368830025441,0.057135731765015,0.0142152184214516,0.0396050862028583,1.0,0.0785676304475639,0.9718578627793384,0.9896230741324884
8535,2024,15,150130,23.0,-0.7859114632250349,0.9368939781564672,0.6575982588363991,0.0533341398743649,0.0023718290773577,0.0055026422039794,1.0,0.0783830147399412,0.954910962542969,0.9910901195719662
8536,2024,15,150131,6.0,-0.6064045694123906,0.9447748882088062,0.5692147651424417,0.0649664988705755,0.0055731125244437,0.0087037229437229,1.0,0.0754907686371672,0.9576686669734448,0.9907210520403013
8537,2024,15,150132,997.0,-0.42689767559974634,0.762656873002253,0.6246815550041357,0.1642871794871795,0.1324506535288009,0.2895589743589744,0.996,0.1042166990279128,0.9802083199048308,0.984289093575998
8538,2024,15,150133,422.0,-0.7859114632250349,0.8283802464659415,0.5643200846801614,0.0428785157673046,0.0034921120434433,0.0232723692764164,1.0,0.0759873323924661,0.9677198933823784,0.9885871620218928
8539,2024,15,150134,16.0,-0.7859114632250349,0.9917132439930214,0.338855009127617,0.0057470612720194,0.0024311688311688,0.0035837229437229,1.0,0.0831388505339124,0.9624699042146851,0.9862112758264464
8540,2024,15,150135,461.0,-0.0678838879744577,0.0,0.6007749321490253,0.0,0.0,0.0,1.0,0.0793255533691806,0.9670534665624508,0.985980029433608
8541,2024,15,150136,37.0,-0.42689767559974634,0.9514369795651536,0.5451271306471307,0.060323553569646,0.0031419436932749,0.0071563636363636,1.0,0.0862197549574227,0.959871863907793,0.9904731557325565
8542,2024,15,150137,54.0,-0.6064045694123906,0.9524142168331328,0.5496231297541616,0.0752393752524576,0.0024854176210773,0.0092288624362966,1.0,0.0824038307087317,0.9631932535842874,0.9872122177422858
